date;employee_title;employee_status;review_title;pros;cons
2021-09-28;Geologist;Current Employee, more than 5 years;Good life style;"Good lifestyle, Good salaries and compensations
";"work related stress, Project management issues
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-23;Chief Engineer;Current Employee;Chief Engineer;"Chief Engineet offshore KSA Saudi aramco client
";"Chief Engineet offshore KSA , as Oil & Gas Drilling activities are getting better, would like to go back to deep water business.
"
2021-08-22;Senior Project Engineer;Current Employee, more than 8 years;Good impression;"Good package, annual leave, team work
";"non professional and all rely on supervisor's mode
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-21;Anonymous;Current Employee, more than 3 years;Project Engineer;"Environmental friendly and professional, good overall
";"The lower rate of the direct employment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-22;Structural Engineer;Current Employee;Not bad;"Big projects help you gain experience
";"Hot weather and dry climate job location
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-30;Mechanical Engineer;Current Employee;Good;"The company is the best ever
";"Its very very nice Company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-14;Senior Planning Analyst;Current Employee;Great company;"Job security, strong cashflows , development for their employees
";"Less salaries compared to competitors
"
2021-09-18;Business Development Associate;Former Employee, more than 8 years;Toxic culture;"Good company to have on your CV
";"Bad culture, less competitive pay, alot of nepotisim and corruption
"
2021-08-27;IT Systems Analyst;Current Employee;Great for a safe career but very hard to be creative and rise;"A lot of benefits, alright pay, plenty of paid leave, and an overall safe choice for a career
";"Different departments are like completely different companies, so it's hard to have mobility and go to a more fitting position even when it's available. Many departments also have a very competitive inner culture that contradicts with the company's work/life balance vision
"
2021-08-26;Engineer;Former Employee, more than 1 year;Aramco;"Good salary, good expat camps, amazing schools with perfect teachers, everything for your family is perfect!
";"Everything relate to work is very bad, devastating culture, poor management...
"
2021-09-16;Senior Consultant;Current Employee, more than 10 years;Anti expat;;"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Used to be good salary and work life balance
Cons
Expat discrimination, No chance of promotion or career progression, risk of missile attacks from Yemen or Iran, unfair performance appraisals, Saudis get the best appraisals and expats get the scraps, normally E's or M's. Anti expat culture now permeating the company.
"
2021-08-24;Graduate Student;Former Employee;7;"well paid good health insurance
";"too much work remote area work place a lot of movements
"
2021-08-09;Materials and Corrosion Engineer;Former Employee;A great place to work in ME;"Competitive compensation in the middle East countries
";"Compensation varies depending upon the nationality of the employee for the same job
"
2021-08-09;Peteoleum Engineer;Current Employee;Great company just make sure where you at;"Great positive environment, vast range of resources for development, good healthcare insurance, great pay, fair promotions, possibility for assig nment / develop ment..etc
";"Never fair evaluation due to internal resteictions, no clear tasks to achieve next grade, competitive selection for P C H, some remote locations have no compensations so make sure where & what you want to be before accepting the job. Very difficult to transfer from certain production departments
"
2021-08-06;Senior Solar Engineer;Former Employee;Reasonable balance of life;"Good salary Good perks One finds good people as well
";"Depends of guy managing one's team. far from home
"
2021-08-06;Engineer;Current Employee;Engineer IV;"Relaxed work and lots of time to enjoy
";"Not much development in terms of cutting edge fields
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-04;Team Lead;Current Employee, more than 8 years;Excellent Company;"Well-established policies and procedures for HR and others, competent middle-management and senior management, and generous professional development opportunities for Saudis and expats.
";"A lot of front-line supervisors which I worked with lack some people or soft skills.
"
2021-08-02;Business Continuity Specialist;Current Employee, more than 8 years;Specialist;"One of the greats companies in the world, great environment to work in.
";"Too Big the company which your work sometime cannot be seen
"
2021-08-12;Petroleum Engineer;Current Employee;.;"No comitment It has good and private facilities
";"No salary progress Little raise, positions and salary
"
2021-07-25;Maintenance Supervisor;Current Employee, more than 10 years;Broad Organization;"Good salary and compensation Camp for expats with all needed services Broad business with many development opportunities
";"Site work is stressful specially for shift workers No educational compensation
"
2021-07-17;Assistant Engineer;Current Employee;Greet Company;"Professional environment, Job Security, Greet benefit.
";"Some leader attitudes and salary ladder.
1 person found this review helpful
Helpful
Share
Repor"
2021-07-31;Supply Chain Analyst;Current Employee;Downward spiral;"Great atmosphere. Professional and mostly interesting people to work with. There’s an expected level of respect amongst employees and management.
";"The company’s goal is to have more focus on cost saving now more than ever before, meaning the quality of the job, benefits being sacrificed to achieve this goal
"
2021-08-01;Business Development;Former Employee;Best of Both Worlds;"Well compensated and good work life balance
";"No career development as you are expected to have the same role for your whole career. Continuous shifting of young supervisors and managers.
"
2021-07-14;Welder;Current Employee;Welder;"You will not be afraid of losing your job
";"No improvement they will not support you unless they want to
"
2021-07-13;Anonymous;Former Employee, less than 1 year;petrophysics;"hello thank you for helping me
";"best in the world without a doubt
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-12;Business Systems Analyst;Former Employee;Good;"Good learning environment and development
";"Too large to be noticed at
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-11;Accounting Analyst;Current Employee, more than 8 years;good working enviroment;"great working culture and career development
";"Huge bureaucracy and hierarchy. it take long time to make things done
"
2021-08-15;Petroleum Engineering Specialist;Former Employee, more than 5 years;Negative impression;"Good package, basic and bonus, annual leave, etc. Working hours Food courts Recreations Long weekend (Friday, Saturday and Monday every other month)
";"Discrimination Irresponsible behaviour, not professional Rarely trust Access to your monitor continuously, no privacy Not a healthy working environment, 99% are their because of money Personal driven organisation No promotion You will be asked to do weird unprofessional things
"
2021-07-22;Planner;Current Employee;Very good;"Good and very nice company
";"Not bad only saudi nationals allowed
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-22;Project Controls Specialist;Current Employee, more than 10 years;Project Management;"Its a great opportunity to work in mage projects experience
";"Employee performance evaluation shall be improved
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;Anonymous;Current Employee;…..;"Promising work place With compensation
";"Very hierarchy with flexible environment
"
2021-07-07;Procurement Specialist;Former Employee;Excellent;"Everything is really great there
";"None to complain about here
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-06;Storage Administrator;Current Employee;One of the best companies;"Focus not only on work but family as well.
";"You have too many tasks to complete.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Engineer;Current Employee;Good;"Good work environment for everyone
";"I don't have any cons
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-16;Editor;Current Employee;Good company;"_a good treatment for the customers
";"_ I don't really know
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-30;Human Resources;Former Employee, more than 1 year;Interview;"Motivation, ambition, work environment, high position and experience
";"Difficult in acceptance, less cons
"
2021-06-29;Drilling Engineer;Current Employee;this is a good company;"This is a good company
";"Low salaries some times for beginners
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-29;Registered Nurse;Current Employee;job;"very detailed filters and asks even the current job
";"asks a lot of questions and couldn't proceed immediately
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Drilling Foreman;Former Employee, more than 5 years;Working At SA;"Wages, Equal time off, drilling support
";"Blame Culture, Zero Advancement, Management plays favorites
"
2021-06-28;Senior Geophysicist;Former Employee, more than 10 years;U.S. Expatriate Review;"Robust medical insurance, good retirement plans
";"Lots of company and divisional politics, lack of expertise in many technical areas.
"
2021-07-09;Loss Prevention Engineer;Former Employee, more than 3 years;Employer Assessment;"Good salaries, organizational structure, training opportunities
";"Locations, not family friendly, slow pace in everything
"
2021-06-23;Chemical Engineer;Former Employee;nice;"it was a nice experience
";"heavy duty in the department
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-07;Analyst, Petroleum Engineering;Current Employee, more than 10 years;Good Employer Overall;"- Stable environment especially for locals - Well-set rules
";"- Forced ranked performance management - High control is given to bosses
"
2021-06-22;Anonymous;Current Employee, more than 3 years;great;"great place to work for
";"nothing to mention here honestly
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-22;Systems Administrator;Current Employee;Great company;"Pays you well. Good compensation
";"Long working hours. Low appraisal
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-21;Engineer;Former Employee;Good;"Nothing to mentioned all went good
";"Nothing. Negojed working there for the past
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-20;Electrical Engineer;Current Employee;Great companey;"great leadership and a good relationship with co-workers
";"long time working and really tiring
"
2021-06-16;Software Engineer;Current Employee;Democracy;"The most democratic country and company on the planet
";"Dictatorship? What does that mean?
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-16;Mashinist;Current Employee;Saudi Aramco;"Very secure job with excellent overall benefits
";"The company is too big too powerful to look for out of standing ambitious employee
"
2021-06-29;Site Engineer;Former Employee;)ow salary;"We work from client side
";"What they promise at the time of interview they will not abide.
"
2021-06-27;Cybersecurity Analyst;Former Employee, more than 5 years;Aramco;"Good benefits, alot of perks being associated with Aramco.
";"Corporate culture us is the norm , Some Management are just useless.
"
2021-06-12;Engineer;Current Employee;goof pay;"good amenities at work mostky
";"more hours travel too much
"
2021-06-11;Senior Reservoir Geologist;Former Employee, more than 5 years;No idea;"very good in benefit for family and mostly using the best technology to support exploration and production oil & gas. Aramco is a heaven of readiness and completeness data to achieve robust analysis result.
";"the department base of working system in core business could not working maximal for support team work to reach maximal achievement.
"
2021-06-11;Network Engineer;Former Employee, more than 10 years;Excellent Work Environment;"Lot of High Level IT Projects
";"fixed roles and positions for foreigners
"
2021-06-09;Cost Engineer;Current Employee, more than 8 years;Employer of First Choice;"Greatest Hydrocarbon company in the world
";"I cant think of any
"
2021-07-16;API Inspector, NDT;Former Employee;no life;"very good salary - 10% match
";"no life at all, work, sleep, work sleep so on
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-07;Administrative Assistant;Former Employee;.....;"Place are goof to work there
";"Love the environment there good
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-07;Planning and Performance Analyst;Current Employee;Ambitious;"Good, Reputation, Worldwide, Experience, Easy
";"Competency, Unfair, Necleganc, Routine, Bonus
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-07;Engineering Consultant;Current Employee;Best company;;"ltant in Dhahran
Recommend
CEO Approval
Business Outlook
Pros
Salary and development and work environment
Cons
Some remote areas but all have good accommodation
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-06;Operation Engineer;Current Employee, more than 1 year;Entry level operation engineer;"Great benefits (e.g 401 k, stock options, company bonuses, family health Care). High emphases on training and safety.
";"Internal job mobility very limited.
"
2021-06-02;Anonymous;Former Employee, more than 5 years;A great place to work at!;"This company is like a family. They really care about the people, and you really feel that.
";"The business is a difficult area with many competitors.
"
2021-06-01;Assistant for A Teacher;Former Employee;Great experiance;"Friendly people, great working place for college students in their breaks.
";"nothing much i really enjoyed it there
"
2021-05-30;Controller;Former Employee, more than 5 years;Pot of gold;"Compensation for Western expats was far and above anything that was being offered in the US.
";"As an expat there will be zero advancement opportunities for you. If you are okay with that then you will truly have an amazing experience.
"
2021-05-30;Cost Engineer;Current Employee, more than 5 years;Saudi Aramco;"More like a home than a company
";"Can’t think of any tbh
"
2021-05-30;Engineer;Current Employee;good;"good, amazing, perfect, big, round
";"bad, small, tiny, two inches, cullo
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-29;Chemical Engineer;Current Employee;Great;"this is the best company I've ever worked with
";"Nothing at all, Its amazing
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-29;Anonymous;Current Employee;Great place to work;"Training and improving employee soft skills and technical
";"Saudi payroll is lower than expats payroll
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-28;Post Doctoral Fellow;Current Employee;Recommend;"Great Environment, great great great great
";"None None none none none
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-27;Engineer;Current Employee;The place to be;"-Good work life balance -many opportunities for growth -recognition -friendly management and coworkers
";"-work location might be in a remote location
"
2021-05-25;Doctor;Former Employee;great;"learn a lot of info
";"work for long time and hours
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-09;Project Office;Former Employee, more than 8 years;How to dedal with people;"Salary, Health Care, Training, Living Cost
";"Location, Management Attitude, Saudization, Lack of Opportunity
"
2021-05-24;Mechanical Engineer;Current Employee;Salary;"good salary and well paied
";"location and environment of the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-24;Accounting Staff Analyst;Current Employee, more than 5 years;A process and system analysis of accounting and overall finance systems;"Supportive of new ideas and projects, can manage funding of projects
";"Highly competitive, no bonus, no direct impact on overall corporate performance
"
2021-06-06;Senior IT Analyst;Current Employee;Good Company;"Good Company to work for for short time and move to a better pay for IT jobs.
";"There is not much other than low pay compared to other IT companies
"
2021-05-21;Administrative Assistant;Current Employee;Growing company;"Felxable -communication-hostblity-team work-organization skill-reporting skills
";"Order office supply -answer phone call-DHL request -maker and provide the letter in general
"
2021-06-04;Cybersecurity Specialist II;Current Employee, more than 5 years;Demanding but professional company;"Professional environment, good overall experience aclares, nice location, and highly educated people.
";"Average to below average salary, highly competitive to raise up, strict old-school mentality in management and working hours
"
2021-05-19;Pilot;Current Employee;topic;"really good and really good invi
";"no cons it is really good
"
2021-05-16;Human Resources Advisor;Current Employee;Best place to work;"Very competitive salaries Great training and development Good non-financial benefits
";"Less settled in terms of work location
"
2021-05-14;Education;Former Employee;-;"Salary and benefits are the pros. Retirement contributions and annual leave allowances.
";"Poor housing and difficulty adjusting to life on a compound.
"
2021-05-12;Shift Supervisor;Current Employee;Great Company to work;"Benefits, Opportunities, Diversity, Growth, Promotions
";"Control, xx, xx, xx ,,xxx
"
2021-05-06;Communications Specialist;Current Employee, more than 5 years;CommunicationExpert;"Great company to work for if your in the Middle East
";"Difficult to deal with being a second class employee and resident in the country.
"
2021-05-05;Contracts Manager;Current Employee;Reliable Company;"Well Structured Systematic Very reliable system Cohesive procedures Friendly environment
";"Not so much though except some internal politics
"
2021-05-19;Foreman;Former Employee, more than 5 years;Bad Culture;"Pay, Pay, Pay, Business Class Flights to & From
";"Superintendents, Managers, Blame Culture, Reactive not Proactive
"
2021-06-07;Head of Strategy;Former Employee, more than 1 year;Horrible place;"No checks bounced while I was employed
";"Absolutely miserable place to work overruled with incompetence
"
2021-06-06;Engineer;Current Employee, more than 8 years;Letting Expats Go, No Job Security, No Career Development;"Money, You are home at 4-5 pm.
";"Company lies to you on every level, Abusive Supervisors, I hate to be racist but working with Saudis is challenging as they will backbite you on every level and lie to your face about it No Career development, you are basically a well paid slave and your skills will atrophy in a couple of years as you will be basically a secretary for your boss. You CANNOT escape this situation, once you complain they will make your life miserable and force you out, Performance Management System is rigged against Expats, doesn't matter how hard you work you WILL get an E or an M if you say no to a Saudi, period. Saudis in Saudi Aramco feel they can do whatever they want, Slavery and Indentured Servitude still exists in Saudi Arabia, that culture has translated into Saudi Aramco. DO NOT WORK HERE!
"
2021-06-06;Anonymous;Current Employee, more than 5 years;Avoid at all costs if you’re seeking career progression;"Practically none. Money does not = satisfaction.
";"Where to begin?! If you’re seeking career progression as an expat you’re most certainly coming for the wrong reasons. The company appear to believe that money = satisfaction. If you’re an expat my advice is don’t bother. They simply don’t care about your happiness nor utilising their staff to their full potential. They want to be seen as an ‘employer of choice’, yet when people are keen to contribute to the company and move into new roles they don’t support you at all. I appreciate that there’s a push for Saudization, however the company is losing vital knowledge and real-world experience by not actively engaging many of their expat staff, and we’re treated as being expendable. I can safely say that’s exactly how I’ve been treated. Time to start looking elsewhere… the cons far outweigh the benefits for me at this point.
"
2021-04-29;Geologist;Current Employee, more than 1 year;good employer;"relax high salary good working environment
";"low career path limitation of data share
"
2021-04-30;Senior Project Manager;Former Employee, more than 10 years;Edge of Technology and Cultural Exposure;"demanding work with challenging deadlines. Exposure to different cultures and new technologies.
";"Long hours, no social life.
"
2021-04-29;Computer Engineer;Current Employee, more than 8 years;Best Company Ever;"Everything Everything Everything Everything Everything
";"Nothing Nothing Nothing Nothing Nothing
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-26;Coop Student;Former Employee;NA;"Gaining a big experience in a big company
";"I do not think there are any
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-26;Analyst;Current Employee, more than 8 years;Big Company but Limited Progression;"Lots of resources including training opportunities Diverse workforce from various nationalities Generous salary and benefits compared to most jobs in countries of origin
";"Limited career progression opportunities for expats Highly bureaucratic Need patience to navigate through political climate
"
2021-04-22;QA/QC Piping Inspector;Former Employee, more than 1 year;Wow compant;"Salary good but environment not indian
";"Good in work culture but too much timing
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;Human Resources Generalist;Former Employee;Great compensation package but no career development;"Compensation package is great, lots of fenefits, housing almost for free, lots of vacation days.
";"If you are not a local employee, you are very much limited when it comes to career progression, performance management. Quotas are in place.
"
2021-05-06;Estimating Engineer;Current Employee;Professional but stagnate;"Security Professionalism Reputation Fundamental for Saudi Arabia Educated society
";"No creativity Little empowerment Average salaries Politics
"
2021-04-20;Project Development Engineer;Former Employee, more than 3 years;Best reward;"Good salary, long vacation, less work.
";"Living environment, management, work attitude, respect
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-19;Human Resources;Current Employee;Great benefits but limited career growth;"vacation, pay, job security and benefits
";"limited career opportunities for expats
"
2021-04-18;Counsel;Current Employee;Great;"Great job with amazing team and good hours
";"Big company, so harder to be noticed
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-02;Accounting;Current Employee;Accountant;"Finance and accountant Receivable and general ledger
";"Accountant receivable and general ledger, LC
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-23;Senior Engineer;Current Employee;___;"good benefits, compensation value of the package
";"most bulling company ever worked
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-01;Human Resources Business Partner;Current Employee, more than 8 years;Great Place;"Great compensation and benefits for employees
";"Rigid Policies and Processes for work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-30;Human Resources Professional;Current Employee, more than 5 years;Well paid but under utilised - with no career;"Salary and benefits; lifestyle; lots of eLearning and courses in KSA available; travel and holiday package
";"Limited career growth; limited mobility internally; doing lots of admin; summer heat; lack of transparency and communication; working in silos
"
2021-04-30;Senior Project Engineer/Scientist;Current Employee, more than 10 years;Saudi Aramco;"Life environment in living Camp
";"Unfair Career stair and no appreciation for expats work , their achievements.
"
2021-04-28;Process Engineer;Current Employee;You need connections to rise up;"Good benefits and package specially for expats
";"You need connections to rise up
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-09;IOT Engineer;Current Employee, less than 1 year;Must I review before accessing your website? This is nonsense;"A very big company with a eye watering benefits
";"There none because all benefits are good
"
2021-04-09;API Inspector;Current Employee;Pays Well;"Pays well, good benefits, not much else to report
";"It is in ras tanura
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-23;Systems Analyst;Former Employee;You can easily save..;"You can easily save, training
";"Career progression and the annual increase was way better years ago
"
2021-04-19;Project Engineer II;Former Employee, more than 5 years;Great Salary, not so good working conditions at times;"Excellent salary, uplifts, etc. Great opportunity for taking company paid holidays. Package very enticing.
";"Leave what often not approved till last minute (difficult holiday planning). No career advancement for expats (maybe one promotion if you are lucky and on good relations with your management and you have exposure to Senior Management) - if not forget any promotions as these go to locals. Expected to travel to work sites at moments notice. During construction in PMT you are at the site which can be anywhere in the Kingdom. You will either be transferred OR begin FIFO (which is 5 days on, 2 days off). Very little regard for family/work life balance. Working in PMT suits bachelor more than family status. Often having to leave office to take kids to doctor/dental appointments, etc was frowned upon.
"
2021-04-06;Mechanical Engineer;Current Employee;Good;"Good company in over all
";"Not a bad company at all
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-18;Internal organization consultant;Current Employee, more than 5 years;Good company to work for but limited promotion opportunities for Expats;"Professional company to work for
";"Expats don't get promoted as fast and discontinuity of leadership to establish effective reporting relationships due to frequent Saudi Management promotions
"
2021-03-30;Accountant;Current Employee;Good experience;"Healthy environment with good people
";"Not good option for long time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-04;Senior Financial Analyst II;Former Employee, less than 1 year;PPMD. - Not a good place for expat;"Salary, benefit, expat community, sport facilities
";"Lack of managerial skills, bosses, no career for expat. Toxic environment
"
2021-03-26;Piping Supervisor;Former Employee;It's so nice to work for Saudi Aramco;"SAUDI Aramco had the best treatment for employees
";"They give the best as they can to emoloyees
"
2021-03-25;Senior Medical Transcriptionist;Former Employee;Saudi Aramco;"Excellent employer with excellent pay scale, paid in Sterling.
";"Not enough vacation days, weekends are counted in with your holidays.
"
2021-04-08;Senior Electrical Engineer;Current Employee;Lifetime experience;"Good and safe community lifestyle, high salaries, modern working environment, friendly people.
";"Challenging working culture to adopt. In some departments is tough to develop your career as an expat.
"
2021-03-23;Developer;Current Employee, more than 5 years;good;"this is a good place to work
";"this isn't a bad place to work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-06;Engineer;Current Employee;Money;"Perfect for earning good money quickly
";"Everything including money and work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-20;Mechanical Plant Operator;Current Employee;good;"good salary, free housing, good culture etc.
";"too many hours, stressful, challenging
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-17;IT Technical Support Specialist;Current Employee;Very good company;"very good to have experience specially it professionals
";"career growth is very good
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;Contracts Advisor;Former Employee;Best Job Ever;"A mature system, good salary package,
";"slow-paced environment, have to follow up, cultural barriers, fewer incentives for expatriates, less social activities
"
2021-03-16;Human Resources Specialist;Former Employee, more than 10 years;Salary Review;"The Most reputed company worldwide
";"Very bureaucratic way of functioning
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;Analyst;Current Employee, more than 5 years;Good company with significant potential to improve.;"Good work life balance in general
";"Significant room for business optimization to maximize shareholder returns.
"
2021-03-16;Graphic Designer;Former Employee;Overall pretty good experience;"Flexible hours, good pay for the amount of work, extreme professionalism, and extremely easy contact.
";"overwhelming activity, sometimes difficult to reach the higher ups or the employer.
"
2021-03-15;Sales Associate;Former Employee;Interesting work;"Great culture, lots of cool people
";"Demanding hours, work life balance not ideal
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-26;Maintenance Electrician;Current Employee;Decent company;"-Higher salaries -Strong benefits and bonuses
";"-Limited professional development -Annoying and overly strict standards and protocols -Work is not divided equally between employees -Management positions are given too much power by company standard -Promotions can be hard to be predict -Very hard to switch working city, no regard for employee home city and family
"
2021-03-25;Senior Research Scientist;Former Employee, more than 8 years;Challenging work environment;"Money is good, opportunity to learn is good
";"Working environment is terrible for ex-pats
"
2021-03-09;Student;Former Employee;sucks;"professional company so I can learn more
";"low salary that is why I hated it
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-09;Maintenance Technician;Former Employee, more than 5 years;Overall;"Professional and competitive work environment
";"Decisions can be centralized and often stressful.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Eng;Current Employee;Excellent employer and workplace;"AMazing environment with many experts
";"Nothing other to complain about
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Engineer;Former Employee, more than 5 years;Very good money wise. Luck of the draw otherwise;"Good pay, generous medical and vacation plans.
";"Environment sometimes hostile depending on the location. Less focus on real efficiency and more focus about relationships.
"
2021-03-07;Process Engineer;Current Employee;*;"good company good company good company good company good company
";"refinery business refinery business refinery business refinery business
"
2021-03-20;Marine Harbor Pilot;Former Employee;Good Job;"Salary, Work load, Family time
";"Decision making process very slow
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-04;Anonymous;Former Employee;Thanks;"Good team work and enjoy
";"No it's good and good for fresh
"
2021-03-17;Analyst;Former Employee;Not great, not terrible;"Great packages and excellent work-life balance
";"Can be very slow and bureaucratic
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-01;Building Inspector;Current Employee;Reputed Company;"Good working environment also they giving more importance to safety.
";"Nothing much to describe about
"
2021-04-03;Contract Manager;Former Employee;Lots of money but terrible place to work;"The money is fantastic and can set you up.
";"Everything else with the company is flawed.
"
2021-04-05;Finance Analyst;Former Employee, more than 3 years;Toxic Environment;"Job itself can be intersting and intellectually challenging
";"Management is the worst I have experienced, very toxic environment created by management and impossible to work for.
"
2021-02-26;Piping Superintendent;Former Employee, more than 10 years;SR. Construction Superintendent – Piping / Mechanical;;"ruction Superintendent – Piping / Mechanical
Feb 26, 2021 - Piping Superintendent in Jīzān
Recommend
CEO Approval
Business Outlook
Pros
to grow and better career
Cons
Aramco is holding the worlds top level piping / mechanical procedure and strictly maintaining their own codes & standards
"
2021-02-24;Medic Onshore & Offshore;Current Employee;great company and great experience;"one of the vest companies
";"once you work there you will get a great experience
"
2021-02-24;Corrosion Engineer;Current Employee;Benefits are great but politics are not;"Benefits are great and vacation days are many
";"Office politics can ruin the job
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-19;ESL Teacher;Former Employee, more than 1 year;High-paying job;"Very high salaries and good benefits.
";"No job security for contract workers
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-19;Engineer;Former Employee;Aramco Engineer;"Excellent Pay and Benefits lots of them,
";"Too many layers of Management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-17;Mechanical Engineer;Former Employee;engineering job;"high salary and good environment
";"bad cleaning and sometimes bad bosses
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-17;IT Support Technician;Former Employee, more than 5 years;Good;"Good benefits and job security
";"Low promotion rate and loads of overtime and no life-work balance
"
2021-02-16;Electrical Supervisor;Current Employee;Saudi Aramco is very good company.;"Oil and gas industry. Saudi Arabia important companies. Aramco good employer contact company.
";"Best industry, and very much appreciated, offices , accommodation, medical, entertainment, zim .
"
2021-02-16;Business Analyst;Former Employee;excellent environment;"supportive management and collogues. I enjoy working there
";"Nothing so far. Just work hard and will get rewarded.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-16;Engineer;Current Employee, more than 3 years;Great;"Great facilities and Aramco beach and self directed groups
";"pressure.. none.. work environment some times.. work hours
"
2021-02-09;Human Resources Generalist;Former Employee, more than 10 years;Great place to work!;"Its a structured work environment, good progression opportunities, supportive management and interesting challenging work
";"Very different hierarchical structures throughout the company, I prefer flat organisations.
"
2021-02-12;Safety Coordinator;Current Employee, more than 3 years;Good Working environment;"World class facilities and work environment, advance reporting tools, and procedures
";"further carrier progress promotions, you have work hard for it
"
2021-02-10;Field Geologist;Current Employee, more than 1 year;Hai howru;"Happy work best salary hard working good benefits lots of hard done here
";"good benefits lots of hard done enjoy yourself in this thread
"
2021-02-09;Trainer;Former Employee;Saudi Aramco;"Great work environment and benefits
";"There is no cons I believe they are doing well
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-15;Senior Project Director;Current Employee;Have no words to describe it;"Nothing to be mentioned at all
";"Saudi creatures, Saudi people have serious issues
1 person found this review helpful
Helpful
Share
Repor"
2021-02-07;Software Engineer;Current Employee, more than 10 years;Great to work for;"High salaries and a lot of benefits.
";"Salaries are based on nationalities
"
2021-02-06;Engineer;Current Employee;Engineer;"Great environment to succeed in your career
";"Limited development opportunities to grow
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-06;Analtyical Chemist;Current Employee;its good;"its a good working environment
";"I have nothing to say about that
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-03;Petroleum Engineer;Former Employee, more than 3 years;Very good;"Good environment, good staff and the management really gives good instructions
";"It can be stressful sometimes but so is expected
"
2021-02-03;Loss Prevention Engineer;Current Employee;Good;"Massive company with many opportunities for young people (men and women)
";"Nothing that comes to mind
"
2021-02-02;Operator;Former Employee;Poltics;"Job security is high comparing to others employers especially for saudi citizens
";"Need relations to get promotion
"
2021-02-01;Instrumentation Engineer;Former Employee, more than 10 years;NA;"Best policy, professional work environment
";"Nice place to work in Aramco
"
2021-02-14;Human Resources Generalist;Current Employee, more than 5 years;Money is great;"The lifestyle the company affords
";"Does not offer benefits for single females
Be the first to find this review helpful
Helpful
Share
Repor"
