date;employee_title;employee_status;review_title;pros;cons
2020-05-08;HSE Engineer;Current Employee, more than 3 years;HSE Engineer -JASARA PMC;"Good work environment, good management system
";"Salaries are not very high
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-27;Project Engineer;Current Employee;head of department engineer;"good experience , knowledge, 20 year ago working with ENAFOR SONATRACH
";"i do not cons but the experience learn me all of thinks is to be ready front of all jobs
"
2020-04-26;CIPET;Former Employee, more than 1 year;A good company;"Because of it is a largest petroleum company
";"Less chance to find job
"
2020-05-09;Software Engineer;Former Employee;So so;"Everything looks so so on average.
";"It lacks stability and good planning.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-25;Secretary;Former Employee, more than 1 year;Be prepared to be disrespected and undervalued.;"The money, free healthcare, (almost) free housing.
";"If you get assigned to a difficult Manager it will negatively impact your overall experience. As a Westerner you may encounter disrespect and resentment. The Secretary role duties can be very mundane and there is very little scope for progression. You may be working in a building away from the main area which can feel isolating, with no canteen or few expats. Life on camp is ok, if bland. It is compound life and you do get used to it, but it can feel very enclosed. The houses are somewhat dated, but they are ok. Some expats (there are some exceptions, thankfully!) are surprisingly not that welcoming and friendly. Weather is very hot from April to October, particularly in June, July and August. Finally, it is a 'lucky dip' to which department you get assigned to. A good/bad Manager can make/break the experience.
"
2020-03-21;Organization Performance Advisor;Current Employee, more than 3 years;Great salary and benefits at the beginning;"good compensation and benefits for the employee and the dependents
";"Career path and development are not clear
"
2020-04-21;Ops Foreman;Current Employee, more than 3 years;Don't work for this company;"Only money and meeting new work colleagues
";"Bullies,liars, working in an atmosphere of intimidation & fear
"
2020-03-16;Supply Chain Analyst;Current Employee, more than 10 years;Amazing Company depends on your department though;"Competitive financial benefits and great environment
";"Progress and leadership influenced by relationships and wasta
"
2020-03-14;Engineering;Current Employee, more than 1 year;review headline;"great work and environment vibes
";"rarely have any cons
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-11;Software Engineer;Current Employee;Great Company;"Pays Bucket loads of money
";"No freedom in side the workplace.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-09;Intern;Current Employee, less than 1 year;salary;"benefits, career, life, proportionality, worldknown
";"overload, extra hours, lack of vision, less departments
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-05;Program Development & Evaluation Analyst;Current Employee, more than 8 years;Good company with great pay;"Good compensation package, good work environment, and good senior management
";"Front-line supervisors need to be more flexible and listen to their employees.
"
2020-04-07;Human Resources;Former Employee, more than 10 years;Stay Away, Far Away;"Great $$$ compensation and time off to travel
";"Westerners are not respected and taken seriously
"
2020-02-10;N/A;Current Employee;Finance, cost accountant;"Extremely want to work in this company
";"Unfortunately, Not willing for relocation
"
2020-02-11;Coating Inspector;Current Employee, more than 3 years;NACE LEVEL 2 CERTIFIED- COATING & PAINTING INSPECTOR;"Global Leader of Oil and Natural Gas Producer
";"nothing to mention downside of this Company
"
2020-01-28;Secretary;Current Employee, more than 3 years;Overall a very good company to work for, however limitations for secretaries;"Good Salary Safe, secure living conditions Good life/work balance
";"As a secretary you are restricted from moving into other jobs, even if you are better qualified in that area and could be of more benefit. As a secretary you are restricted with promotions. As a secretary you are seen but not heard
"
2020-02-14;Field Engineer;Current Employee, less than 1 year;saudi Armco salary or average pay;"safety is everything in Saudi Aramco
";"poor management skills for some of the employee
1 person found this review helpful
Helpful
Share
Repor"
2020-02-10;N/A;Former Employee;Too political;"Good Work life balance Health insurance
";"Political environment Kills motivation Slow pace
"
2020-01-20;Anonymous;Former Employee;good workenv;"variety of work in the company
";"inflexible in work allocation urgent works
"
2020-01-16;Risk Management;Former Employee, more than 3 years;Risk;"Good working environment and compensation
";"There are no issues at all
"
2020-01-15;Sports Advisor;Current Employee, more than 1 year;Sports Leader;"Best Company to work
";"No cons for this company
"
2020-01-19;Engineer III;Former Employee, more than 5 years;Horrible career progression..too much office politics..no future for eastern expats;"- health care is good - you can leave work at 4. Any extra work can be demanded as overtime (sometimes)
";"- horrible pay , especially now for eastern expats - general degratory attitude of local managers and staff towards expats in general and eastern expats in particular - hostile locals especially in the face of new anti expat propaganda - work in repetitive. Problems are never fixed due to lack of time or lack of interest by maintenance staff - no career progression. You will be constantly overlooked for not being a saudi for most trainings. - with the current inflation in saudi, you pay quickly becomes inadequate
"
2020-01-18;Nurse Manager;Former Employee, more than 8 years;Armco;"salary and benefits and holidays good free medical care and subsidised dental. great amenities for when you were not working. Amazing sport and recreation. every club you can imagine
";"autocratic management out of touch with reality not much chance to process in your job.
"
2019-12-28;Operations Engineer;Current Employee, more than 3 years;Nice place to work but not for very long;"You learn a lot and you will work with diverse and intelligent people
";"Some times the work becomes repetitive
"
2019-12-24;Social Worker;Current Employee, less than 1 year;Social Worker;"I am enthusiastic about applying to the social worker with Saudi Aramco. I have a goal to become a mental health advocate for the under served population in Saudi Aramco to give back to the community. I am confident that admissions committee will find my experience commensurate with the requirement of Saudi Aramco.
";"every disadvantages will be fixed if there are intelligent employees.
"
2020-01-02;Process Design Engineer, Refinery Processes;Former Employee, more than 1 year;Great company but not fitting for me.;"very stable, well established, pay is good though not the best, great benefits, respectable people.
";"a lot of politics because the opportunities are limited. It has an Aramco culture that other employees care about more than your job performance.
"
2020-01-18;Senior Technical Consultant;Current Employee, more than 8 years;Traditional Enterprise, too much processes, less output;;"ltant in Dhahran
Recommend
CEO Approval
Business Outlook
Pros
Compensation for western ex-pats is fine, however, only if you have no other choices as it is a dead career, it might affect you in the long run
Cons
Too much bureaucracy and committee/project-based work in a very siloed environment at several levels, division level, department, organization and cross-organization, surprised that thing actually might get done worst working culture dead career for ex-pats, management do not care about people development nor cross assignments
"
2019-12-13;Planning Analyst;Former Employee, more than 10 years;Excessive supervision;"Attractive salary, bonus, and strong management
";"Supervising officers have absolute power over the employees
"
2019-12-03;N/A;Current Employee;Maintenance engineer;"Good environment and salary .
";"Nothing to say, well known company
2 people found this review helpful
Helpful
Share
Repor"
2019-12-09;Geoscientist;Current Employee, more than 5 years;Prospect Generator;"ect Generator
Dec 9, 2019 - Geoscientist in Dhahran
Recommend
CEO Approval
Business Outlook
Pros
biggest oil and gas companies
";"lack of team work for exploration area
Be the first to find this review helpful
Helpful
Share
Repor"
2020-01-06;Secretary;Former Employee, more than 1 year;Do not even bother;"Money was very good hence why i stayed so long and so were the bonuses
";"spoken to like a piece of rubbish everyone (including the expats) are absolute nut jobs no welfare for mental state of mind expect you to just know what the managers are thinking Mental torture as you are on edge as youve always done something wrong no room for any mistakes even when youve just started offices are dated and disgusting housing is worse than uni dorms I was constantly told i was too skinny then too fat by my manager and my clothing was ridiculed a lot. HR do nothing with complaints
"
2019-12-11;Engineer;Former Employee, more than 8 years;Difficult assignment;"Pay, Regular hours, Time off
";"Poor supervision, no planning, unprofessional.
"
2019-12-09;Technology Consultant;Former Employee, more than 3 years;Working at Saudi Aramco;;"ltant in Dhahran
Recommend
CEO Approval
Business Outlook
Pros
Money, benefits, pension, work life balance
Cons
no career progression, unfair PMP process. Expatriate employees not dealt with fairly.
"
2019-11-19;Senior Project Engineer;Former Employee, more than 3 years;Great Company;"Benefits are excellent overall, job training opportunities available.
";"Too much bureaucracy and red tape.
"
2019-11-11;Training and Development Manager;Current Employee, more than 10 years;Petroleum processing operations training .;"The great performance around the world .
";"N/A . I think that no body can find positive thing in the company .
"
2019-11-06;Associate JV Manager;Current Employee, more than 1 year;Great benefit;"Very good work-life balance. No work overtime.
";"Limited promotion space, because the managers are almost sent from their country.
"
2019-10-30;Senior Consultant;Current Employee, less than 1 year;Chemicals Consultant;;"ltant
Oct 30, 2019 - Senior Consultant 
Recommend
CEO Approval
Business Outlook
Pros
Good Salary, and a challenging job
Cons
Mostly it is on Contract base,
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-14;SSD;Current Employee, more than 3 years;Web design and development;"Location and experience good tasks
";"Management and 6 months ratings are unfair
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-03;Auditor;Former Employee, more than 5 years;Ok;"Vacation days are excellent
";"Environment not great, if you know people you get ahead, risk averse environment no equal opportunities for everyone
"
2019-10-17;Process Control Systems Engineer;Current Employee, more than 5 years;its just work;"work, get paid. that's it
";"not a career. you get paid for your directed work, not to think at all.
"
2019-10-10;General Practitioner;Current Employee, more than 10 years;providing health care, good and effective treatment as well as improving motivation and in-service counseling.;"expand work experience and looking for something new in life
";"extensive knowledge and looking for competitors in the job
"
2019-10-09;Journalist;Former Employee, more than 10 years;Great Overseas Opportunity;"Excellent company to work for
";"Too far away from my family
"
2019-10-23;Business Analyst;Current Employee, more than 3 years;Engaging but cons weigh on employees.;"Engaging projects to work on with great colleagues.
";"Pay is sub par and lacking resources to effectively achieve work.
"
2019-09-28;Project Engineer;Current Employee;It was fun;"Nice salary, no tax, new culture
";"Boring environment, no evolution prospects
Be the first to find this review helpful
Helpful
Share
Repor"
2019-09-20;Anonymous;Current Employee;petrolium engineer;"give me a chance to build your company moree higher
";"nothing cons in this company I think this is the best
2 people found this review helpful
Helpful
Share
Repor"
2019-10-30;HSE;Current Employee, more than 3 years;HSE officer;"Am a well trained safety office
";"I promise to obey the law of the company
"
2019-09-15;Senior Engineering Consultant;Former Employee, more than 8 years;Poor Management;;"ltant in Dhahran
Recommend
CEO Approval
Business Outlook
Pros
Good company which pays well to expats with excellent family packages. long term employer. The company had tremendous resources which manage correctly can benefit the Saudi nation
Cons
Poor Management with selfish aims across the whole management chain. They are there to serve their best interest.
"
2019-09-11;Systems Engineer;Current Employee, less than 1 year;Best Industry for Brad Exposure;"Diverse enviornment for better learning
";"Lot of traveling for Engineering Roles
Be the first to find this review helpful
Helpful
Share
Repor"
2019-10-03;Anonymous;Former Employee;Investment Analyst;"Competitive Salary, based on ethnicity though !!
";"Horrible company, no respect to basic human rights, despotic management
"
2019-08-29;Professional Development & Training Advisor;Former Employee, more than 8 years;Great place for Personal Growth;"Great place for work and family balance and also for the plethora of training and learning opportunities. Great perks as well
";"Working in Saudi Arabia and it's many restrictive laws
"
2019-08-26;Administrative Secretary;Current Employee, more than 3 years;Administrative Secratary;"It is one of the best company in the world and I have earned a lot of experience in different fields relating to my work.
";"I cannot bring my family along with me since as working in the offshore field.
"
2019-09-23;Rig Foreman;Former Employee, more than 8 years;Worst company for western expats;"None Its a job period
";"Treat westerners like dirt. Promise you one thing the stab you in the back when you're not looking
"
2019-08-30;Electrical Engineering Technician;Former Employee, more than 1 year;Installation and maintenace Generators - installation and maintenace solar systems - installation ups;"Keep up with the devolepment in the latest devices and equipment
";"Salary disproportionat to the neture of work
"
2019-08-10;Senior Project Maintenance Planner;Former Employee, more than 10 years;Senior Project Maintenance Planner;"They are looking for experts in their fields. One of the main responsibilities of Ex-patriot Employees is to train younger ""national"" employees. Compensation and opportunities for personal travel are out of this world. If you can get a job with them, go for it. You will never look back.
";"Many people with different cultures and education were mixed together. We achieved work harmony by personal involvement, coaching and guiding the workforce. Sometimes very difficult to negotiate with Management as we had the Company (Saudi Nationals and some expats, some Americans) to deal with. The contractor management were mostly Korean and some of them was difficult to deal with while others were ok. Most of the company's personnel worked together and in harmony with world standards
"
2019-08-03;ICS Security Engineer;Current Employee, more than 5 years;Great company;"They develop their staff very good
";"You have to work very hard
Be the first to find this review helpful
Helpful
Share
Repor"
2019-08-01;Industrial Security Specialist;Current Employee, more than 5 years;Very Good Experience!;"1. Best Training and Development Program 2. Good Work Environment
";"1. Tons of Workload 2. Office Politics
"
2019-09-01;Engineer IV;Former Employee, more than 5 years;Research and Development Center in Dhahran;"Good salary and health insurance
";"-Poor R&DC management • Lack of engagement • Lack of support • Lack of growth opportunities for employees • Slow workflow processing
"
2019-07-27;Safety Compliance Coordinator;Current Employee, more than 8 years;Exceptional career diversity and ability to explore aspects of the oil and gas industry;"Great company affording opportunities
";"Work can be demanding requiring travel within the kingdom depend on your job responsibilities
"
2019-07-25;Team Leader;Former Employee, more than 10 years;Expediting team leader;"Clear policy and career development plan
";"The competition is very high
"
2019-07-22;Anonymous;Current Employee, more than 3 years;Professional and Systematic;"People conversation, Empowerment and collaboration is very good
";"Salary is not satisfactory for me
"
2019-07-22;Facilities Planner;Former Employee, more than 10 years;Work Environment , community and relations;"Perfect Work Environment in KJO, International Community and supportive reltions
";"No Cons during 20 years of work
"
2019-07-19;Planning and Programs Analyst;Former Employee, more than 10 years;Great place to work;"Great place to work, excellent salary and the comradeship is admirable
";"Humidity if you are located near the coast
"
2019-07-30;N/A;Former Employee;Great;"Great work. And much love for Aramco.
";"I dont think that there are any consolation
"
2019-07-14;Human Resources Generalist;Current Employee, more than 5 years;A Company Committed to People;"Always supports employees when they are on the job and working throughout the days. Provides reasonable benefits. Offers opportunities to gain important career credentials.
";"Does not always offer support in situations outside the workplace. Can be less forgiving with performance and personal issues at times.
"
2019-07-12;Project Engineer;Current Employee;Aramco;"It is not so bad
";"Good for foreign people to live
Be the first to find this review helpful
Helpful
Share
Repor"
2019-07-13;Technician;Former Employee, less than 1 year;working conditions are great and the company adopts a n efficient management;"a great company with long history in oil industry
";"long working hours with heavy loads of work n each shift
"
2019-07-12;QC Supervisor;Current Employee, more than 8 years;QC Supervisor (ARAMCO Approved);"ARAMCO Standard & Documentation is very good.
";"ARAMCO Work Procedure is excellent.
"
2019-07-12;Geophysisict;Current Employee, more than 8 years;oil and gas economics analysis;"Responsibility, creativity, initiative, ability to work in team, fast learning ability.
";"I think no cons .
"
2019-07-11;Translator;Current Employee, more than 10 years;Translating;"I 've translated two videos one from arabic to english and the other from english to arabic.
";"As a translater, we face the problem of psycho danger, since the translation process is hard.
"
2019-07-11;Instrumentation Engineer;Former Employee, more than 8 years;Different Rewarding Experience;"Good Compensation and Vacation time
";"Limited Promotions & Excesive Burocracy
"
2019-07-06;Marketing Manager;Current Employee, more than 10 years;Manager;"Looking for new opportunity
";"Lack of knowledge Lack of cooperation Lack of support Lack of communication Lack of opportunities
"
2019-07-06;Control Systems Engineer;Current Employee, more than 3 years;A great company that allow you to have a big impact;"-Many opportunities. -Very big impact. -Great learning experience. -Divers jobs and opportunities.
";"-Stress and pressure. -High work demand. -Strong hierarchy. -management care a lot about showing off. -Bad planning sometimes.
"
2019-07-16;Human Resources Business Partner;Current Employee, more than 5 years;Think Twice;"Salary, 401k match of 9%, ability to travel the world
";"The work is mind-numbing. All authority is reserved for the top layers of management so most employees have no ability to make their own decisions. Micromanagement is rampant.
"
2019-06-30;Chairman Office Manager;Former Employee, more than 10 years;chairman office manager+ import manager+ LC manager;"good skills - professional personality - active
";"maybe long time - hard work
Be the first to find this review helpful
Helpful
Share
Repor"
2019-06-29;Systems Analyst;Current Employee;Working at Aramco;"Employer appreciate family life and provide good benefits
";"There is no major disadvantage I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2019-08-01;Contract Specialist;Former Employee, more than 3 years;Go for the Money, Stay for the Money, Expect Nothing Else;"Above average compensation, when compared to what the same CV is worth in one's home country. This is the entire retention model.
";"Nothing done according to internationally accepted principles and methods. Projects are done incorrectly and are late, often never finished. No professional satisfaction whatsoever. Virtually no respect at all given to expat employees, it is a common viewpoint of the native population that you are only there for the money. Everyone knows nothing else is offered. Every year fewer opportunities for expats.
"
2019-06-18;Anonymous;Current Employee;Architect;"Good cultured company in all my experience
";"Nothing to be specified in this company
Be the first to find this review helpful
Helpful
Share
Repor"
2019-06-14;Administrative Assistant;Former Employee, more than 3 years;Benefits and international;"Benefits Allowances Discounts for employees
";"Can be isolated if working in remote area Can be stuck in a department where there is no development
"
2019-06-09;Bulk Plant Operator;Current Employee, more than 3 years;N/A;"It’s the biggest oil company in the world It give good bonuses and salaries
";"Working for long long time
"
2019-06-21;Contracts Advisor;Current Employee, more than 5 years;Ups and downs;"Work/life balance (based on job nature) Good pay Job security Home ownership assistance
";"Worst performance appraisal system ever Unfair treatment is common and accepted by high management Too much to do that you have to stay more hours with no overtime Unhealthy environment appraisal system makes employees hate each other Show is more important than work
"
2019-06-01;Retired Gas/Oil Operations Sift Superintendent;Former Employee, more than 10 years;Saudi Aramco;"It Is the best company in the world
";"It is like looking as a mother
"
2019-05-28;ESL Teacher;Former Employee;Great!;"Very exciting job opportunity great salary
";"Its almost impossible to find a negative point
Be the first to find this review helpful
Helpful
Share
Repor"
2019-05-25;Anonymous;Current Employee, more than 5 years;Corrosion Engineer;"good salary, length of vacation and expat allowance.
";"Work culture, local people, reckless driving
"
2019-06-05;Help Desk Agent;Former Employee, more than 1 year;Working for Saudi Armco is not for someone as ambitious as I am.;"High salaries, peaceful and secure environment, subsidized goods and big savings.
";"Discriminatory society and work places, dry social life.
"
2019-06-25;Anonymous;Current Employee;Job Security - Lacks healthy corporate culture;"Job security regardless of capabilities
";"Hard to move up the ladder Known for false promises Appraisals cause tensions between colleagues Nepotism is prevalent Expected to always work overtime without pay
"
2019-05-30;Anonymous;Current Employee, more than 8 years;Good for settlement, bad for career progression;"good work life balance not very demanding, depends on where you work
";"no career development opportunities management is based on seniority, so old minds hold the decision seats
"
2019-05-14;Production Supervisor;Current Employee, more than 1 year;It's good;"It's a very good company
";"Good company,good job review,good employer,All in all All staff are knowledgeable
"
2019-05-12;Procurement Coordinator;Current Employee, more than 10 years;PR creation, quotation evaluation, reports, vendor management;"Job security and medical care
";"lack of career development, the rigid structure of big companies, and the limited opportunities to take initiatives
"
2019-05-02;Anonymous;Former Employee;Secretary;"I gained value and knowledge working for a good team
";"I was not always praised
"
2019-04-28;Second Officer;Current Employee, more than 10 years;job seeker;"help me to collect more exp. and best company that bulid a good career
";"that is very hard to work on it for long time
"
2019-05-11;Construction Engineer;Current Employee, more than 5 years;good place to work;;"ruction Engineer in Dhahran
Recommend
CEO Approval
Business Outlook
Pros
good salary and packages
Cons
no career growth for expats
"
2019-04-26;Environmental Engineer;Current Employee, more than 8 years;World leader in Oil & Gas;"Good pay, benefits, vacation balance.
";"Too many layers of management.
"
2019-04-26;Anonymous;Former Employee, more than 5 years;Field Safety Engineer;"Good Salary, Good People and good challenge
";"Good environment, good challenge and safety standards,
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-24;Engineer III;Former Employee, more than 5 years;Community Engagement;"Great work life balance and community engagement
";"Not many career development opportunities
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-19;Business Systems Analyst;Current Employee, more than 5 years;Balance and impact;"If in the right place, can work on historic project eith regional and global impact
";"Very hirarachal, many boring roles, overstaffed, red tape
"
2019-05-08;Human Resources;Current Employee, more than 5 years;As a member of the Human Resources Department... I do not recommend;"Average 32 vacation days per year, work/life balance, company covers majority of costs to send children to boarding school (high school children only).
";"Honestly, Aramco in general is a hostile working environment. They speak of 'great initatives' however, do not expect to see those initiatives come to life. Women are not valued (Saudi and expat), the performance rating scale is forced - if you are not a favorite, don't expect a good annual bonus. Many say the salary is great however, content is required. The salaries are higher than most companies - if you look outside the Oil/Gas industry. However, compared to other national oil/gas companies around the world, compensation is standard. Again, this is coming from an HR Business Partner - who has visibility to everything behind closed doors at the senior management level. No, I am not a bitter employee, I actually receive great performance reviews. However, my high performance reviews do not make me oblivious to my surroundings or oblivious to the struggles of my colleagues.
"
2019-04-12;Machine Operator;Current Employee, more than 1 year;Crude oils refainary company.;"Sallry and future safe in this company
";"Any other work. I ready for you.
"
2019-04-08;Anonymous;Current Employee;Engineer;"Good work life balance Friendly environment
";"Slow promotion process Long processes
"
2019-04-03;Anonymous;Former Employee;Largest oil producing company to work with;"Excellent environment, Lots of money, Huge Budget, Great perks and benefits
";"Only technical opportunities, no management roles possible for expats.
"
2019-04-01;Safety Officer;Former Employee, more than 3 years;Excellent;"good work culture and safety culture
";"working area rural places and extreme hot weather
Be the first to find this review helpful
Helpful
Share
Repor"
2019-03-30;Business Systems Analyst;Current Employee;Saudi Aramco;"Good benefits and compensation and rewards
";"- No clear career path - Discrimination based on nationality. - Hiring of average expat with high salaries.
"
2019-03-27;Maintenance Technician;Current Employee, more than 1 year;technical electrical;"best company in everthing in work and styllife in camp
";"good in work of oil&gas and petrouleum shore
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-08;Anonymous;Former Employee;Officer of the Watch;"They pay really good salary to their employees
";"There vessel is not in good condition
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-06;Process Engineer;Current Employee, more than 5 years;Good pay, bad culture.;"Good pay, good benefits and perks.
";"-Career progression is very slow and random. - Slow organization, which means projects or changes take forever to materialize. - Expect to be micromanaged. -Hyper competition. - Too much fronting. - Lack of accountability.
"
2019-04-04;Mechanical Engineer;Current Employee, more than 10 years;mechanical engineer;"● Design structural components for large-scale projects, including analysing survey reports, topographical maps, zoning restrictions and client requirements to ensure specifications meet project goals. ● Review plans and change orders to verify structural integrity of materials and designs and perform complex calculations and use modelling methods to ensure correct results. ● Participate in initial planning and bidding processes, including reviewing environmental factors, government regulations, constructions costs and risk analysis reports to prepare comprehensive study on all relevant design factors. ● Create and present structural overviews for upcoming projects and develop reports that include technical details for engineers as well as big-picture analysis and cost estimates for project managers and senior executives.
";"● Use AutoCAD and other drafting software programs to create 2D design documents for individual components and overall structural plans according to client needs and project requirements for deliverables. ● Meet with clients to oversee installation, operation, and maintenance for all projects. ● Plan workforce use, space requirements, and equipment layouts to optimize workflows. ● Establish and reinforce maintenance and safety procedures. ● Work with planning and design teams to drive projects
"
2019-04-18;Geophysicist;Current Employee, more than 5 years;Honest review;"Money is good if you come on US payroll
";"this company lacks professional managers. work environment is so bad. No standards at work.
"
2019-03-12;Anonymous;Current Employee;Saudi Aramco;"Good Salary, Good Work to Life Balance
";"Nothing can be said in the meantime
Be the first to find this review helpful
Helpful
Share
Repor"
2019-03-26;Operation Supervisor;Current Employee, more than 10 years;Operation Supervisor;"Good medical insurance, big company have its own aviation which ypu can fly in, acceptable pay if you compare it to working in the government
";"Alot of discrimination, and you will not be promoted/good evaluated if you don't know any one. if you are technician or 3-10 grade employee, you will get the whole work and will not get the same compensation as 11+ employee. The worst is the employee who works on the plants, they are facing all danger, pressure, responsibility and will start from Grade#7 and will get a very low pay. If you want to work in Aramco dont be a plant operator, any thing else is fine.
"
2019-03-15;Training;Current Employee, more than 5 years;Disrespectful;"Benefits and salary are good
";"Benefits and salary are good for a reason. You will be disrespected continuously in the work environment as a expat. They are not interested in your experience or background, knowledge or skills. They are looking for ""workers"" who do what told to get the work done since the locals cannot and will not. Don't expect to be treated fairly or equally. Don't expect integrity and accountability for locals. Credit for your work will be given to locals - they are masters at manipulating the systems and management. Management is clueless, most have no background in the areas they manage, don't care as most stay in a position for a few months (revolving door). If you are interviewing for jobs in Learning Support and Solutions (LSSD), Academic Programs and Partnerships (AP&P) or Program Development and Evaluation (PD&ED) run away - the work environment is horrific, discriminatory, tons of locals with no skills, and incompetent management. Don't believe anything you are told. Lying is the norm as is manipulation.
"
2019-03-06;Manager;Former Employee, more than 3 years;Aramco manager;"Great time, great salary and great co-workers
";"nothing major. Just had few transportation problems
Be the first to find this review helpful
Helpful
Share
Repor"
2019-02-19;IT Network Engineer;Former Employee, more than 10 years;IT Engineer;"This is best place to work for an IT professional in my opinion. There are always huge IT projects being conducted. Saudi Aramco lives and thrives on IT Technology. There always opportunity to establish yourself in the field. Although, career advancement is limited, financial compensation and benefits are very rewarding. If work in Saudi Arabia, you can easily travel around the world, when vacation comes. Another huge advantage is that the workplace here is very harmonious. No backtalk or politicking in the workplace is allowed. The meals at the dining halls of Saudi Aramco are all gourmet and subsidized by Saudi Aramco and offered at a low cost to employees and contractors. Saudi Aramco has personnel from all over the world. It is great multicultural environment to work in. Saudi Aramco is unparalleled in my opinion.
";"Do not expect a direct promotion here. You do your job and pass on your expertise to young Saudis. There are no deadwood jobs here anymore like in the old times. You can use your free time to gain new skills and then apply for other job opportunities within the Company. Lookout for new projects that can enhance your career and help you move up.
"
2019-03-13;Engineer I;Current Employee, more than 3 years;High pay, low respect.;"Big organization, lot of work to do.
";"No real work in progress
"
2019-02-28;Fire Specialist;Current Employee, more than 10 years;No More differences between senior and junior;"Company has strong roles and systems
";"Company needs employees to work with spasific task all the time until retirement. And not support your challenges and learning development.
"
2019-03-11;IT Applications Developer;Current Employee, more than 1 year;Could get Boring;"Work with international professional. Good environment.
";"won't get outside your domain
"
2019-02-23;Subject Matter Expert;Former Employee, more than 10 years;Senior GIS consultant;"Professional work Environment, very good compensation
";"Junior management not competitive. Too much office politics
Be the first to find this review helpful
Helpful
Share
Repor"
2019-02-22;Information Security Analyst;Current Employee, less than 1 year;Work environment;"Its work environment very productive and friendly
";"- I cant think of one
Be the first to find this review helpful
Helpful
Share
Repor"
2019-02-22;Senior Rotor Wing Mechanic;Current Employee, more than 10 years;Going in a new direction.........again, again, again, again;"great insurance and retirement benefits awesome 401K
";"12 and 2 work schedule is horrible then swamping from days to nights every other week. not good for the so called safety culture. The people in charge of me are only there because they are from the Sunni tribe no other reason. They can't even do my job much less there job. Lots of favoritism among the locals. If your a expat and think your gonna move up the career ladder, don't your not that's just how it goes over here. As far as training goes you don't get any mostly reserved for the local population. Seems like we do the same thing many times in row hoping for a different result.......scary. Definitely a blame culture for sure if you are a expat....go figure. As far as it goes for now you will never get hired direct only contractors so you can never take advantage of the benefits, so there is really no reason to come over truly a waste of time effort and energy its just a new game and you really don't want to be the expat slave because that's what you will be I promise.
"
2019-02-08;Intern;Former Employee, more than 1 year;Mechanical engineering intern/trainee;"Good environment Career development Competitive pay
";"Management isn’t trained well to communicate with younger students.
"
2019-02-05;Engineer IV;Current Employee, less than 1 year;Great work environment;"Open minded people. Good salaries.
";"45 hours a week working time. Average but we hope for less.
"
2019-02-14;Engineer;Former Employee, more than 5 years;Good Pay, Unhealthy Environment;"- Good salary and benefits - Health insurance for family
";"- Unhealthy work environment - Stagnant leadership
"
2019-01-30;Cost Accountant;Former Employee, more than 1 year;Satisfactory;"Best Learning source for professionals.
";"Need significant change in the behaviour of the society under the so fine leadership for decades.
"
2019-01-29;N/A;Former Employee, less than 1 year;Work environment;"Great opportunity for Saudi nationals
";"Many refferals and procedures as all big corporations
Be the first to find this review helpful
Helpful
Share
Repor"
2019-02-10;N/A;Former Employee;Not bad;"Organized - clean - good reputation
";"Stress - isolation from the market- bad management in term of employees right (wage theft)
"
2019-01-24;Anonymous;Former Employee, more than 1 year;CDPNE is a slavery trap;"Secured jobs for Saudi employees
";"Aramco treat CDPNEs as slaves only because they get sponsored by the company for undergrads. The problem is process of assigning people to the department they will be working with is completly random. They litterly don't do personality test or conduct interviews to determine which department is suitable for specific person. What makes it worse is the process for transfering between departments as it needs approval from top manager.
"
2019-02-12;Pilot;Current Employee, more than 3 years;Salary too low for saudis pilot;"Lifestyle is great and the private area you can access.
";"The salary for the Saudi pilot is way to low compare to the expat pilot while both of them doing the same job. Also the lowest pilot salary in the kingdom.
"
2019-01-07;Facility Manager;Former Employee, more than 3 years;Facility management;"Good managent and learn more knowledgeable
";"Customer services, scarification and love my job
"
2019-01-17;Anonymous;Current Employee, more than 3 years;Regrets and trapped;"Good pay and nothing else
";"Unfair appraisal for expats Expats are targets when come to dismissal Expect to work more but not appreciated as you are expected to do so At the mercy of local supervisor No way to air grievance without been marked Has to be Yes man You will lose pride and dignity Do Not join unless you have no choice!
"
