date;employee_title;employee_status;review_title;pros;cons
2020-07-19;Maintenance Technician;Current Employee, more than 5 years;Very, Very Poor Management. I would risk homelessness over working here.;"I wish I had one.
";"Way to young and completely inexperienced narcissistic management group. Very ""CLICKY"" if you don't play THEIR game you are out. Got wrote up for correcting a manager. He was using the equipment wrong, he LIED about our interaction, and I was wrote up. VERY poor raises. Bonus not worth the paper its written on(guess corporate needs to keep that clubhouse going). Extremely toxic environment created by those who play the game, snitches everywhere and if you didn't do or say it, they make it up on you and because they are in the click and playing the game their word totally overrides and out weighs yours, and YES these people are aggressively recruited by the management. The list goes on but I think you get the point.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2020-10-19;Chemical Engineer Co-Op;Former Employee;Great Culture and Benefits;"Strong benefits, good work culture, safety is priority, help around every corner
";"Company values are in the oil industry
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-27;Chemical Process Operator;Current Employee;4;"Nice Place to work in the community
";"The parking accommodations could be improved
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-25;Operations;Current Employee;Nice;"Benefits are best I love em
";"None at all can’t complain
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-17;Accountant;Current Employee;Cares about employees;"Employees are it’s greatest asset
";"Traditional work environment, old fashioned
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-31;Accounting Coordinator;Current Employee;Greatest company in SA;"Great benefits, they take care of their people.
";"The only downside I have (which may be a pro for some) is that the work floor is very very quiet. Takes some getting used to
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-28;Maintenance Technician;Current Employee, more than 5 years;Safety is important;"Every employee makes safety a priority.
";"The threat of human error is always present
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-08;Accountant;Current Employee;Great place to work.;"Valero provides good benefits. Everyone is very friendly. Great place to begin and grow your career.
";"Possible you could stay later during close.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-12;Process Engineering Co-Op;Current Employee;Great Co-Op Opportunity;"Fast pace work with plenty of resources to learn from
";"Projects may seem initially daunting - but can be overcome
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-19;Anonymous;Current Employee, more than 8 years;Big corporation, hard headed organization;"Big corporation Good soft benefits - on-site gym, on-site medical facility, great health plan, decent 401K match, decent base pay
";"No stock options, merit/performance is not as important as political connections for promotions, lower base salary than industry standards for IT jobs, Conservative: no work from home, HR and upper management uses intimidation tactics to make you come to work whether or not you have concerns around Coronavirus.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-08-30;Cashier;Former Employee;Not a bad place to work;"The salary wasn't bad. And management was nice.
";"Sometime hours were long. But not too bad.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-09;Process Engineer;Current Employee;Process engineer calero;"Money and benefits and nothing else
";"Culture. Bias. Everything else. Don’t work here.
1 person found this review helpful
Helpful
Share
Repor"
2020-07-26;Anonymous;Former Employee, less than 1 year;Manager;"Position advancement and higher pay availability
";"To many hours so pay was decreased
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-07-04;Business Systems Analyst;Former Employee;Good overall;"Good benefits, fitness center and day care
";"Work schedule was not flexible
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-19;Maintenance Technician;Current Employee, more than 5 years;Very, Very Poor Management. I would risk homelessness over working here.;"I wish I had one.
";"Way to young and completely inexperienced narcissistic management group. Very ""CLICKY"" if you don't play THEIR game you are out. Got wrote up for correcting a manager. He was using the equipment wrong, he LIED about our interaction, and I was wrote up. VERY poor raises. Bonus not worth the paper its written on(guess corporate needs to keep that clubhouse going). Extremely toxic environment created by those who play the game, snitches everywhere and if you didn't do or say it, they make it up on you and because they are in the click and playing the game their word totally overrides and out weighs yours, and YES these people are aggressively recruited by the management. The list goes on but I think you get the point.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2020-07-15;Sales Associate/Cashier;Former Employee, less than 1 year;Awful, hold pay for hours that you work;"Nothing, unprofessional, stole hours work, disrespectful
";"Total disrespectful manger, withheld hours worked, didn't pay overtime, not concern for the safety of employees, didn't give check stubs, overall awful!!
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Report
Valero Energy Response
Valero manufactures fuels for distribution and does not own convenience stores or retail gas stations and does not employ convenience store or retail gas station personnel. Your comment is reflecting an issue with the company who owns and operates the store"
2020-06-07;Operations;Current Employee, more than 8 years;Great Company!;"Great wages. Fantastic benefits. Very safety conscious.
";"Rotating shift, always tired. 2 weeks days, 2 weeks nights, 12 hour shift.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-03;Senior Planner/Scheduler;Current Employee, more than 1 year;Great company but overworks all employees;"Great teams, everyone is knowledgeable and friendly
";"Understaffed by design, a lot of burnt out people
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-06-01;Cashier Associate;Former Employee, less than 1 year;Applied one day, & in a couple of days was given an interview & the hiring manager hired me within minutes of explaining;"The getting interview by the type of hiring manager.
";"Personal needs or reasons. Give new hires that are nearly blind another fair chance to get the job done.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-26;Former Store Manager;Former Employee;5 star;"The best company I have worked for. Very good benefit, bonus and profit sharing
";"No lunch time for the employees
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-27;Technical Lead;Current Employee, more than 10 years;Poor management;"Benefits, Pension when they had one.
";"Work-life, change in management over the years. Poor HR response to issues
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2020-05-18;Systems Analyst;Current Employee, more than 5 years;Would not recommend;"Health benefits, a pension, yearly bonus.
";"Management doesn’t listen to employees. Company is very behind in technology. No work life balance. No flexible schedule.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2020-05-19;Anonymous;Former Employee, more than 3 years;Checks and balances needed;"Great training and opportunity for engineers and operators personnel.
";"Very top down management. Results over people. Some management do unethical things but it is overlooked as long as they deliver business results.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-05-01;Sales Associate/Cashier;Current Employee, more than 3 years;So far so good;"1. Flexibility 2. fast paced work 3. Weekly pay
";"1. Lottery- employees are forced to pay for lottery tickets whenever accidents (accidentally hitting button twice, lotto machine prints out two instead of just one then you have to pay for it) or even when customer decides not to purchase the tickets after requesting them, you now have to either sell the extra or you have to buy it. 2. fast Employee turnover, constant schedule changes and training of new employees. 3. Pending on size of store, small stations schedule one worker to work at night; it’s a high risk when robber knows only one person is at the location and is a safety issue for that employee.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Report
Valero Energy Response
Valero manufactures fuels for distribution and does not own convenience stores or retail gas stations and does not employ convenience store or retail gas station personnel. Your comment is reflecting an issue with the company who owns and operates the store"
2020-04-20;Anonymous;Current Employee, less than 1 year;Marketing and Supply Intern;"Good people. Great work envrionment
";"Nothing it was very good
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-22;Laboratory Technician;Current Employee, more than 10 years;Great company however manager and supervisor are terrible;"Company pays well. Great benefits.
";"Manager and supervisors are terrible leaders. They are the ones that have the least technical knowledge and are the ones that will compromise your safety. The Description that suits the manager most is liar.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-04-03;Metallurgist;Current Employee;Start of career;"Family style environment. Lots of opportunity to progress. Great pay. Great benefits. Lots of learning opportunities and training events.
";"Limited travel. Lack of alternative work schedules relative to industry.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-10;Student Assistant;Former Employee, less than 1 year;good;"good pay. good work life balance.
";"not many opportunities for growth.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-03-22;Accountant;Former Employee, more than 8 years;"Great Company; Poor Management";"The company at its core is good; great benefits & perks.
";"Management does a poor job of providing leadership. Depending on department morale is low, there is inadequate staffing needed to perform job functions, and management has unrealistic expectations. Poor work-life balance.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2020-02-20;Pipeline Technician;Former Employee, more than 3 years;Great Company!;"Benefits, Pay, work/life balance, experience, company
";"On call, compliance, audits, advancement opportunities
Be the first to find this review helpful
Helpful
Share
Repor"
2020-01-30;Computer Manager;Current Employee;Great company and great benefits;"Great company with great benefits.
";"Local management is terrible at their jobs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-01-09;Customer Service Representative;Former Employee;Excellent Company;"Pay, benefits, friendly atmosphere, room for growth
";"Some of the customers can be very difficult to deal with at times
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-01-06;Anonymous;Current Employee, more than 10 years;Good Benefits but No Career Path;"Benefits, on-site gym/clinics at corporate, on-site cafeteria, covered parking garage, great co-workers.
";"Lack of development with no career path. Some managers don’t set measurable goals so at the end of the year, most are left wondering how they are ever considered for promotions besides sitting in the same position for the amount of years required before moving up... Management passes their employees ideas off as their own. Nepotism is HORRIBLE here. If you’re not someone’s cousin/niece/nephew/son/daughter/in-law, it will be extremely difficult for you to get a job here.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-12-23;Plant Operator;Current Employee, more than 1 year;Asphalt Facility;"The facility that I currently work at has been good to me. It is a great way to get a start in the chemical industry on the non-contact side.
";"Management seems to believe that the level of turn around in the plant is due to ""bad employees"". But I believe it is due to low pay for the area and low standards for management and maintenance.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-12;Assistant Superintendent;Former Employee, less than 1 year;very good job;"Good benefits. Support from the team.
";"A lot of work and no time to socialize
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-11;Operations;Current Employee, more than 3 years;Great pay but lack of diversity in management.;"Great pay and benefits; commitment to surrounding community.
";"Training opportunities are lost due to financial incentives for management; lack of diversity above supervisory level.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-20;Cashier/Stocking/Customer Service;Former Employee, less than 1 year;No help , Inconsistent . Meet cool people though !;"Got payed weekly. The people I worked with were my age . Laid back enviorment at times. Got to eat the food I made and or was supposed to throw away
";"Managed the store by myself every shift , no one else to help me when I had less than 6 months of work experience. Having to take out the gas station outside trash (expecially the trucker trash since I worked at a truck stop Valero.)
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Report
Valero Energy Response
Valero manufactures fuels for distribution and does not own convenience stores or retail gas stations and does not employ convenience store or retail gas station personnel. Your comment is reflecting an issue with the company who owns and operates the store"
2019-12-03;CSR-1;Former Employee, more than 1 year;It was very resourceful and educational.;"Teaches self responsibility and self reliable efficiency.
";"Certain times of the day or night can leave u with nothing to busy yourself with
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-18;Mechanical Engineer;Current Employee;Great Company;"Safety conscious work environment here
";"Has the typical office politics
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-11-18;Process Operator;Current Employee, less than 1 year;Best Employer;"Job Security, Community Involvement, Employees come first.
";"Weather Dependability, Lots of Responsibility.
Be the first to find this review helpful
Helpful
Share
Repor"
2019-11-18;Senior Software Engineer;Current Employee, more than 5 years;Company for Interns especially from TA&MU;"Good benefits coupled with other perks
";"Too much work/stress with very less room for growth! And employee retention is at lowest level (atleast in IT). Also, San Antonio is not the best place for everyone in terms of career move
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2019-08-16;Manager;Former Employee, less than 1 year;Unfair washed;"Boss is a push over because he does so much illeagal activity
";"Underpay based on title and unpaid wages and overtime
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-06-09;Staff Control Systems Engineer;Former Employee, more than 10 years;Good place to work, good benefits;"Great pay and yearly bonuses here
";"Management systems inadequate or cumbersome
Be the first to find this review helpful
Helpful
Share
Repor"
2019-06-06;Operations;Current Employee, less than 1 year;Great company, very welcoming;"By far the best company I have worked for sandy the hr rep helped me with the onboard process was excellent and all upper management were very welcoming definitely takes care of the there employees
";"Have none so far benefits are excellent
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-06-05;Anonymous;Former Employee;good;"great place to work . . . . .
";"long hours. . . . . . . . .
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-05-29;Anonymous;Former Employee;Intern;"Nice company . Good to work for
";"Have to wear formals everyday
Be the first to find this review helpful
Helpful
Share
Repor"
2019-05-22;Director;Former Employee, more than 10 years;Strong Company, Great People;"A first class company that genuinely cares about their employees.
";"You'll stay for the culture, not for the pay...and the culture isn't better than it used to be.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-05-08;Reliability Engineer;Current Employee, more than 3 years;Great company;"Great Benefits. Competitive compensation. Good company values
";"Heavy work load, as is expected in industry
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-05-06;Process Operator;Current Employee;Great place;"Awesome place to work at
";"No cons at all .
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-04-30;Process Engineer;Current Employee, more than 1 year;Motivated, Team Oriented Company;"Open to ideas, want employees to succeed, encourage collaborative and open environment
";"Sometimes too procedurally oriented and takes too long to get things accomplished, some less desirable work locations
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-03-31;Accountant;Former Employee, more than 3 years;Ok;"Great benefits, dr on-site, gym, day care and cafeteria
";"Good luck trying to move up in the accounting side of the company. Not a lot of upward progression. Pay is less than industry average.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2015-06-03;SAP Specialist;Current Employee, more than 3 years;Good Company to work in San Antonio;"In San Antonio, one of the better employers in terms of salaries and benefits (certainly not the best in my opinion). Health and fitness is part of Valero culture. It's implicitly understood that all the employees will be out for a workout during lunch hours. Post lunch meetings are usually scheduled keeping this in mind. It offers great work life balance. It has relaxed the dressing code in recent years. The IT team is of a medium size. Almost everyone is busy with one project after another. Valero is a big SAP client. It leverages a lot out from SAP. There is lot of interesting work, but it does have some mundane stuff that needs to be taken care of as well. Valero is a safe company to work with. Its business model is conservative and mitigates risk. Moreover it is the industry leader in the refining field. It does not lay off employees.
";"Valero is a conservative company. They offer very less vacation time. Work hours flexibility is less. Work-from-home option is not available. The pay (salary and benefits) may not seem attractive if compared to an IT organization. There can be a bit of micro-management.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-03-31;Accountant;Former Employee, more than 3 years;Ok;"Great benefits, dr on-site, gym, day care and cafeteria
";"Good luck trying to move up in the accounting side of the company. Not a lot of upward progression. Pay is less than industry average.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2016-02-01;Benefits Analyst;Current Employee;The Best Company in the US;"Best place to work because: you have the opportunity to help others, the community you work in, your co-workers treat you with respect, the benefits are very competitive since they help you pay for your benefits, Valero cares about your well-being since they have fitness center, clinic @ head quarters and they provide a Gym subsidy for those not working at head quarters, they also provide a subsidy for day care, they also help you understand how fortunate we all are by being able to donate to many charities, and NO they don't force you to donate!, you decide for yourself how much to contribute, great pension plan, 401k matching, I can keep going on and on how great Valero is! Lastly, you get yo meet the CEO once you are hired, I mean where do you can the chance to meet the CEO, nowhere.. They also provide many charity events for our veterans, children, and many other social events that benefit the community.
";"It's hard to think about anything negative since they truly provide a great work environment.
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2012-11-17;Supervisor;Current Employee, more than 10 years;A great culture of working hard, paying well, and giving back to the community.;"Valero provides an excellent working environment for employees, complete with on-site childcare, doctor, cafeteria, and a fitness center with tennis and basketball courts, and running trails. The company offers a leading employee compensation plan that includes excellent medical coverage options, along with a pension and 401k, among other things.
";"I know there are disgruntled employees who work here, but I struggle to understand it. It is not the place it was in 2005 when the stock price was soaring and splitting, but this is still a top of the line place to work. The best I can do to complain is to say that the upward mobility takes time. Even then, part of the reason for that is due to the fact that most employees choose not to leave, and this inhibits other people from potential promotions, transfers, etc.
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2019-03-06;Lab Analyst;Current Employee;Good pay, and safety comes first;"- good pay for a not too difficult job - laid back work environment
";"- management lacked a level on being hands-on - could be in the dark at times
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2015-06-26;Engineer;Former Employee;Valero Renewable Fuels;"Being a part of the parent company, Valero ETEP for engineers, benefits, access to Subject Matter Experts from parent company, safe place to work, good intern program.
";"Being micromanaged by all employees in various departments including your own, not a diverse workforce, not being acknowledged for your ideas as they get stolen, most of the ethanol plants are not near major cities, not acknowledged for working in several fields aside from your main duties, higher than normal employee turnover, a sense of entitlement in some of the key workers in all departments, some employees get ""pigeon-holed"" into an area or expertise, salary/pay is in the lower end of the industry, office/plant/division politics, employment termination can be based on lies, does not have a formal training program for the industry (ethanol production) like the refining division has.
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2019-03-06;0perator;Former Employee, more than 8 years;Terrible management;"Pay pay pay pay pay......money is not everything
";"Management lies constantly Lack of work life balance HR bullying Several operators wrongfully fired multiple law suits super dangerous do not get a job here.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2019-02-18;Operations;Current Employee, more than 10 years;Good pay - benefits;"Good pay, good benefits, strong safety culture.
";"Top heavy in Managent and Supervision.
1 person found this review helpful
Helpful
Share
Repor"
2019-02-18;Anonymous;Current Employee, more than 10 years;Pretty darn bad management, leadership and politics all over;"401k family centric friendly coworkers strong give back culture
";"0 flexibility Old school - They operate in utopian 1920s Bureaucratic no work from home No competition in San Antonio (boring town) keeps benefits complacent No room for growth
Verify your email to continue reading or Resend email
4 people found this review helpful
Helpful
Share
Repor"
2013-03-16;Retail Systems Support Level I;Former Employee, more than 1 year;Pretty great college job for a student.;"Great employee benefits. Wonderful bonuses at the start of every year (for corporate employees). Many gatherings/office parties/perks to working. Well paying! A lot of great minds are at Valero. Located in a really accessible part of town. Very good employee cafe at great prices. Upper management is usually easy to speak with.
";"The office has this high-school like clique system. Office is stuck with a 'classic' business attitude and can feel a little boring/draining, like every day is the same work over and over. Company E-Mails workers with proclamations to vote 'yes' or 'no' on. Expect a lot of time commitment out of their student workers. The office does not have many part-time workers, so they are not very understanding for those who are still growing their education. Does not promote creative growth of their employees. Office coffee is horrid. (I know this shouldn't be in the cons list, but if you try it - you'll understand).
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2018-01-31;Anonymous;Current Employee;Engineering Intern;"Large amount of projects to work on.
";"Friction between administration and operations that makes completing projects difficult.
"
2018-01-28;Senior Network Specialist;Former Employee, more than 5 years;Great Place to work;"Work Life Balance Respects Employees Pay is Good
";"Not great for Information Technology
"
2018-02-01;Process Engineer;Former Employee, more than 5 years;Lots of employee growth opportunities but doesn't value employees;"There is a lot of career growth opportunities, especially for younger engineers. Good centralized training at corporate. High exposure potential to upper management/corporate.
";"Not open to relocation to other refineries, high expectation on time at work (50hrs/week as a regular), no overtime on turnarounds (many oil companies offer this), no 9/80s, no flexibility in work schedule. Only hires engineers straight from college, and with the amount of experienced engineers either moving into other roles or leaving the company this is creating a very very young engineering group. This makes it hard to learn as a new engineer and hurts the reputation of the engineering group in the eyes of the rest of the refinery.
"
2018-01-22;Anonymous;Current Employee;The company;"Good pay, benefits, and work schedule
";"Poor management, lack of strong communication skills
"
2018-01-14;Anonymous;Former Employee;Great Company;"Pay rate is bar none, how they treat there employees is great. All around they care from HR, all the way down.
";"I can’t find any. Best company I ever worked for.
"
2018-01-19;Senior Process Engineer;Former Employee, more than 8 years;Good place to start. Don't stay as an engineer;"Pay is good. Probably an OK place to start an engineering career
";"Not really a strong engineering company. If not promoted to management, most engineers leave within 5 years. The central engineering group doesn't have any pilot plants, labs, or rooms full of test equipment. And they have been cutting benefits for the last 10 years.
"
2018-01-23;Cashier;Current Employee, more than 1 year;I've worked better.;"You are able to work with the public.
";"Owner is terrible and unprofessional.
"
2017-12-06;IS Manager;Current Employee, more than 5 years;Valero work environment;"Outstanding Management Encourage volunteerism Top compensation packages Encourage social consciousness Hire from within Great benefits
";"Possibly an occupation and product on the downside
"
2017-11-28;Associate Accountant;Former Employee, more than 1 year;Associate Accountant;"Best job ever! The people are super supportive both management and coworkers. There is great communication throughout the accounting department. Management give opportunities to lower level employees to prove themselves. A lot of growth potential. The company is very organized and has an entire document center that keeps files going back many years.
";"No matter what, you start as a contractor and get hired as an associate with low pay. But depending on your supervisor, they will ensure you move up. Some supervisors are much less likely to give promotions then others.
"
2017-11-23;Lab Tech;Former Employee, more than 10 years;Lab;"High salary, enployee focused, stable
";"Long hours, too much incompetence in mid-management
"
2017-11-21;Anonymous;Former Employee;Tech support analyst;"Benefits were the best I experienced
";"Was too far from my home
Be the first to find this review helpful
Helpful
Share
Repor"
2017-11-17;Safety;Former Employee, more than 1 year;Excellent;"Valero has great employees, great pay and opportunities for growth. They also have awesome benefits, overtime, management. I love the whole atmosphere.
";"None, I have nothing bad to say about this company. I love everything about and wish I could go back.
"
2017-11-05;Anonymous;Current Employee;Clean Polite Easy;"Clean work place, very safe, not hard of a job
";"Customers get angry very fast here, if you are not a native english speaker, alot of customers love to point it out.
"
2017-11-03;Shift Supervisor;Current Employee, more than 10 years;Operations Shift Supervisor;"Good pay and great benefits. Plenty of opportunities for advancement.
";"Too many hours worked. Constantly under staffed. Work / Life balance is severely off. Can be high stress at times.
"
2017-11-14;Customer Service Representative;Former Employee, less than 1 year;customer service representative;"low stress environment for the most part.
";"seriously lack in training employees. seems to be pushed on to everyday employees who have barely been trained themselves
"
2017-09-22;Anonymous;Current Employee;Chill;"It was a chill job and it pays the bills.
";"Pay was too low for how expensive it is to live in the city.
Be the first to find this review helpful
Helpful
Share
Repor"
2017-09-02;Marketing;Current Employee, more than 10 years;Great place to work;"Very good benefits and compensation, but what really makes this a great corporation is the people.
";"Promotions may be limited to only a ""select"" group.
"
2017-08-18;Process Supervisor;Former Employee, more than 5 years;Process supervisor;"Gained valuable knowledge that I took with me to my next job
";"They force you to work overtime or they threaten to take your vacation away if you don't cover open shift. Every year around bonus time and time for your raise you and everyone else gets blind sided with negative feedback and a few chosen people will excel. Would rather have seen a flat line across the board raise to everyone to make it more of a team reward.
"
2017-08-10;Anonymous;Current Employee, more than 3 years;Great company;"Great company with great benefits. Lots of learning and hands on experience. Very involved with the community.
";"No defined career paths on the trading floor.
"
2017-07-29;Operations Superintendent;Current Employee, more than 10 years;Ok to work for.;"Valero has a huge network with a great deal of talent to use as a resource to get up to speed. And the co-workers are generally willing to help you succeed.
";"If there is a location you are interested in within the Valero network, apply there and no where else. Once inside Valero, there are no transfers, unless it's related to a promotion. Valero is very frugal when it comes to relocation. There have been MANY high performing individuals that has left the company because of Valero's refusal to relocate on a lateral basis. Also, if you're not into the United Way, every year, you'll feel like you're being hounded and harassed to contribute.
"
2017-03-04;Anonymous;Former Employee, more than 1 year;Valero Energy;"Great benefits, above average pay, on-site gym, nice coworkers, no overtime.
";"I think overall Valero can be a decent company to work for. However, my department had a claustrophobic environment. The work we did was monotonous but the manager would turn down opportunities for new projects. We were also over-staffed and often did not have enough work to go around. Other major downsides include stagnant company culture, ugly cubicles, dress code, and extremely inflexible hours.
"
2017-02-17;Anonymous;Current Employee, more than 3 years;Excellent Company;"Great culture Great Co-workers Good Pay Great benefits Great offices
";"Even though I have been lucky and I have been able to advance in my career pretty fast, to move up the ladder someone else above you has to retire or leave the company.
"
2017-02-16;Instrument Technician;Current Employee, more than 10 years;Looking for employment with a natural gas company;"Great pay-401k-health & medical benefits
";"Confined to one set location
Be the first to find this review helpful
Helpful
Share
Repor"
2017-02-11;Anonymous;Current Employee;Instrumentation Engineer;"Good benefit, fair pay, and good work environment.
";"I do not have any to complaint at this time.
Be the first to find this review helpful
Helpful
Share
Repor"
2017-02-09;Process Operator;Current Employee, less than 1 year;Great company;"Very good company to work for, first place I've worked at where they actually look out for there workers.
";"The schedule takes a bit to get used to, but after you do its very convenient
"
2017-02-14;Operations Superintendent;Current Employee, more than 3 years;Professional, Technical, Middle Management;"Good salaries & bonuses, great financial outlook
";"No concept of work-life balance, upper management mainly concerned with achieving metrics and short term economics rather than properly maintaining the equipment, very hipocritcal concerning their advertised values--they're only for PR
"
2017-02-02;Anonymous;Current Employee, more than 5 years;Management;"Like working with public and great customer service.
";"I have no downsides in what i do as manger. I like what do.
"
2017-02-01;Executive Director, Real Estate;Former Employee, more than 10 years;Executive Director of Real Estate;"Excellent pay and benefits First class management and operations People driven company
";"disappointed they exited retail operations
"
2017-01-19;Anonymous;Current Employee;Operations;"Financial gain, nice colleagues, unstable
";"Poor management, unsafe, sweat shop environment
"
2016-12-29;Anonymous;Former Employee;Senior planner;"much opportunity for advancement in company
";"Expected to attend company events
Be the first to find this review helpful
Helpful
Share
Repor"
2016-12-12;Intern;Current Employee;Aviation Intern;"Valero is a great company that also has great employees. Everyone is very nice and professional. The company really takes care of you and the management is awesome; they make sure that school is the number 1 priority for the interns. Health insurance is great and the pay is hard to beat for anyone that is still in school.
";"I can't think of one. Nothing negative has happened the company and the employees have all been very supportive and encouraging.
"
2016-12-22;Quality Lab Technician;Former Employee, more than 3 years;Valero Renewables - great possibilities but falls short;"Good money and good benefits.
";"Not a good work life balance. Does not practice what they preach about safety. Not enough people to cover all the work - force people to use vacation time if they can't cover when someone calls in sick or takes vacation. Work load/responsibilities not equal for team members on the same shift.
"
2016-11-29;Process Operator;Current Employee, more than 10 years;Operations;"Good work atmosphere, safety and goal oriented, good benefits
";"Some questionable practices, lack of upward mobility for ops. politics at play
"
2016-12-27;Assistant Manager;Former Employee, more than 8 years;Asst Manager;"The 4 1k was good and so was the insurance
";"The company is run by morons
"
2016-12-01;Engineer;Current Employee;Engineer;"Great benefits and pay. Plenty of challenges.
";"Disconnect between corporate and refinery goals
1 person found this review helpful
Helpful
Share
Repor"
2016-12-02;Mechanic;Current Employee, less than 1 year;mechanic;"mostly independent work environment
";"inconsistent with our paychecks due dates
"
2016-11-13;Marine Coordinator;Current Employee, more than 1 year;Marine Operations;"Appreciate experience, strong management experience and leadership, outstanding benefits, promote within, and a strong stable company who recognize the employees are the key to success.
";"Pay percentage is less than other companies with that have similar size, structure, and revenues.
"
2016-11-08;Anonymous;Current Employee, more than 10 years;Valero;"Valero is a great company to work for. The company truly values its employees, and senior management is very approachable if you have suggestions or concerns.
";"Geographically Valero is kind of stuck on an island. There really is no competition in San Antonio, and I believe that compensation takes advantage of this by not having to pay salaries like similar companies in Houston.
"
2016-12-01;Anonymous;Former Employee;cashier/customer service;"getting to meet different people and helping those who are visiting the store regularly
";"improper training by employee's who picked favorite new hire's to train properly
"
2016-10-19;Anonymous;Current Employee, more than 1 year;Great Company;"Valero is a great company to work for. They offer great benefits and compensation. I have been impressed with how welcoming the Valero team has been since I joined.
";"I do not have any cons in regards to Valero as a company. It has been an interesting industry to learn.
"
2017-03-04;Anonymous;Former Employee, more than 1 year;Valero Energy;"Great benefits, above average pay, on-site gym, nice coworkers, no overtime.
";"I think overall Valero can be a decent company to work for. However, my department had a claustrophobic environment. The work we did was monotonous but the manager would turn down opportunities for new projects. We were also over-staffed and often did not have enough work to go around. Other major downsides include stagnant company culture, ugly cubicles, dress code, and extremely inflexible hours.
"
