date;employee_title;employee_status;review_title;pros;cons
2021-05-21;MWD/LWD Field Engineer;Former Employee, more than 3 years;Best Place to Start, but Company Lay-offs without Loyalty;"This is the best service company to start with. You will be in demand with both operators and other service companies. Training is exceptional and above industry standard and technology of course is the best in-class.
";"During downturns SLB retrenches indiscriminately. Therefore, it may not be a secure job in this volatile oil & gas industry. SLB is known to retrench as a first move in a downturn. Also, a level of arrogance exist with the SLB crews. Toxic relationships exist with cell managers and racism have been experienced.
"
2021-06-03;Mechanical Engineer;Former Employee;Very average work;"Simple tasks to complete Fun coworkers
";"Low pay Unexciting work Few learning experiences
"
2021-05-20;Outside Sales Representative;Former Employee;Review;"Compensation, Culture, Benefits, Flexibility and Coworkers
";"-Internal processes -Systems -Organization structure -Unclear targets/goals
"
2021-05-20;Operations Manager;Former Employee;Great Company;"Great opportunities for training and progression
";"Company focus changed to revenue generation
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-03;Equipment Readiness Tech;Former Employee, more than 1 year;Equipment tech;"Good pay and benefits lots of travel opportunity
";"Your not important just a number, company spends money on unneeded stuff and will cut employees quickly
"
2021-05-19;Project Engineer;Former Employee;Good place to work;"Friendly atmosphere and interesting projects
";"Prone to office politics and cronyism
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-19;Tactical Scheduler;Former Employee, more than 1 year;Good experience;"- Pay was ok, got a raise after 6 month trial period - Knowledgeable co-workers
";"- Open concept office - Lack of creative freedom
"
2021-05-19;Hub Logistics Specialist;Current Employee, more than 3 years;Hub Logistics Specialist;"Fast Paced Environment, never boring.
";"work life balance is hard to come by
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-18;Retired;Former Employee;Excellent Company;"Good opportunity for career development
";"Typical drawbacks of any large company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-17;Senior Financial Analyst;Current Employee;good Environment;"Great working Environment and diversity
";"unsecure job for the future
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-16;Mechanical Engineer;Current Employee;good;"good people and good pay
";"some bad people a bit vague at times
"
2021-06-21;Field Specialist;Former Employee, less than 1 year;Horrible employer;"The compensation was the only nice thing about the company
";"Very hostile work environment, every day you are worried about being fired for any excuse the management can make to pin faulty equipment or the mistakes of their “veterans”
"
2021-05-16;SOC Analyst;Current Employee;Always ready to learn;"Is a good place to learn
";"You can also learn any time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-29;Business Data Analyst;Current Employee, more than 3 years;Slb review;"Because of big company, there are many opportunities for you to learn
";"It comes down to your manager/HR that decide your fate. There is no such career development for me.
"
2021-05-14;Backend Software Engineer;Current Employee, more than 1 year;good company;"good leaders, good tach stack,
";"all things are good so far
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-28;Data Analyst;Former Employee, more than 3 years;Drilling Data Analyst;"They offer international trainings for their field employees.
";"The management did not support the field employees.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-27;Senior Manager;Current Employee;Not Truly a Merit based Promotions;"Well paid and good benefits.
";"Overload until you fail to bring results. Still have Management that no other company would ever hire. Lots of non ethical decisions made to keep the buddy systems going.
"
2021-06-18;Dispatcher;Former Employee;Poor management;"Promote from within, pay your people
";"No promotion, not enough pay
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-17;Account Manager;Former Employee, more than 10 years;Money over People Everyday!;"Lifestyle is good. You can work your own hours.
";"They will fire you as an American and keep the foreign visa holder doing the same job the next desk over. Surprised they have not been reported to the DOJ. Once the price of oil goes down you are just a number. My Manager was from overseas, not even a HS Diploma, had no idea what he was doing, but here he is running the business for NA. Shameful.
"
2021-05-10;Lab Manager;Current Employee, more than 5 years;Identity Crisis;"Great benefits, amazing people and products
";"SLB is having trouble figuring out it's future.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-06-13;Senior Electrical Engineer;Current Employee, more than 8 years;A dying company in a stagnant industry;"They have a better than the average starting salary for new graduates.
";"The oil and gas industry has been going through a downturn for the past eight years. Every two to three years Schlumberger lays off tens of thousands of employees.
"
2021-05-07;Business Process Analyst;Current Employee, more than 5 years;Great place to work!;"Diversity, hard work pays off, mobility ability
";"Women don't make as much as men in the same role
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-21;Field Engineer;Former Employee, more than 1 year;Field Engineer;"Gain experience in oilfield services
";"Skill set non-transferable to other industries
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-20;Technology Lifecycle Management;Current Employee, more than 8 years;Too big to standardize;"Benefits and Training is good.
";"One size fits all approach
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-05;Anonymous;Current Employee;Excellent place to work;"Perseverance will pay off. Excellent place to work in.
";"Work-life balance could use improvement; but that comes with any job.
"
2021-05-05;Quality Manager;Current Employee;Good company with opportunity to travel. large employee retention fluctuations;"Large Company. Good if you want to move globally.
";"Large employee retention shifts with changing in Oil&Gas industry.
"
2021-05-19;Supply Chain;Current Employee;Review for company;"Good benefits fo the employees
";"Horrible management and lots of favoritism
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-04;Sales Engineer;Former Employee, more than 8 years;Schlumberger Sales Engineer;"They provide excellent training and benefits
";"No real complaints other than they can be very quick to reduce headcount
"
2021-05-04;Vice President;Former Employee;SLB;"Opportunity, challenging, exposure, pay, stable
";"High pace, driven, stress, work schedule
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-04;Equipment Operator- Coil Tubing;Former Employee, more than 3 years;Offshore;"Good pay, crews are good too work with
";"working offshore, long hours , outside hot and cold
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-04;Anonymous;Current Employee, more than 1 year;Good for starting off entry level;"International environment with nice people to work with
";"Industry outlook doesn't seem great
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-18;Account Manager;Former Employee, more than 10 years;Lost its soul;"Very diverse workforce Able to work anywhere in the world Excellent training program
";"Employees are a commodity Internal politics are very opaque
"
2021-05-18;Financial Analyst;Former Employee;Good company to work for;"Well paid, good benefits, 401k, vacation
";"Company needs to improve in training process
"
2021-05-14;Senior Systems Analyst;Former Employee, more than 5 years;Career advancement is very slow going.;"Great group of people who work very hard and take pride in their work. Benefits were good.
";"Takes too long to advance in the company. Promotions/raises should be based on objectives, not on a Grade Scale which can take several years to complete.
"
2021-04-30;Engineer;Current Employee;Good company;"Benefits, flexibility during Covid, good people to work with
";"Rigid large company mentality, too many levels of management
"
2021-04-30;Senior Onsite Engineer;Current Employee;Great Colleagues, Decent Middle Management, Upper Management is metrics oriented;"Great Colleagues, Decent Middle Management, Pay is above average
";"Upper Management is metrics oriented
"
2021-04-30;Inside Sales Representative;Former Employee;Review;"Schlumberger is an extremely safe work driven company.
";"It was a better company when it was Cameron
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-29;Business Technology Manager;Current Employee;Good company to work for;"people caring good benefits, competitive salary
";"declining industry, not enough diversification
"
2021-04-28;Schlumberger Administrator;Current Employee, more than 8 years;Great Company;"Good exposure to global management Work life balance
";"High turn over rate Pay is not competitive
"
2021-05-12;Mechanical Engineer;Former Employee;Big not always better;"Competitive salary Global presence Trains you for your next employer
";"Bureaucracy Too many layers of middle managment
"
2021-04-27;Procurement Specialist;Current Employee;Overall good place to work;"Interesting work with wordwide opportunity
";"Large company with lots of bureaucracy
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-26;CRM Administrator;Former Employee;Loved working here;"Great diverse company. Great experience working here.
";"O&G is a up and down business
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-10;Production Planner;Current Employee, more than 1 year;Good company;"Always busy and sometimes home work
";"Work load distribution is uneven sometimes
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-25;Global Sourcing Specialist;Former Employee;Sclumberger;"Good benefits, fun environment, good company to work for.
";"They are known to have bad turnover rates
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-24;Inspector;Former Employee, more than 1 year;I hate reviewc;"Pay is ok but long hours.
";"No raises in a couple of years.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;Planner;Former Employee, more than 10 years;good luck have fun;"great people, good benefits, vacaction
";"long hours, demanding work load
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;Maintenance Mechanic;Former Employee, more than 3 years;Great Place to work;"good work environment and great pay
";"work life balance too many hours
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-21;Field Service Technician;Former Employee, more than 5 years;Cameron a slb company;"Good benefits, company vehicle, pay rate is decent
";"Micro management, no schedule had to use vacation to get a day off
"
2021-04-20;Manufacturing Engineer;Current Employee, more than 1 year;Great company, great colleagues;"They train you well. There is plenty of opportunity for transverse career growth. Good health insurance and bonus structure. Well defined raise process.
";"Communication is oftentimes inadequate. You’re directly affected by oil prices so you can never be too sure you won’t be let go without much notice.
"
2021-05-05;IT Manager;Former Employee, more than 1 year;GE Management type;"strong in business acumen and keeping the lights running
";"not ideal for independent, creative or free thinkers. Very political environment with well established connected network.
"
2021-04-14;Engineer;Former Employee, more than 5 years;Good company, but in declining market;"Competitive pay, good benefits, great work-life balance
";"Slow paced culture, not a lot of room for career growth
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-15;Anonymous;Former Employee;Review;"Good company, high pay, advanced technology
";"no hiring, working pace fast
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-14;Team Lead;Current Employee;Team lead;"Challenging, benefits, team, people, holidays
";"Burnout, work life balance, salary freeze, limited rsu
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Systems Architect;Former Employee, more than 5 years;Great place to develop skillsets.;"The ability to get involved in training and the internal development is unlike any other company I have worked for. Though sometimes this is more extensive than needed, it offers an environment willing to train, which isn't always available in most other companies. Benefits are good.
";"Very disconnected from HR. Not easy to navigate through the company due to its size and minimal IT and disconnected HR. Play the game right and you can advance without accomplishing much of anything. Get too good at your job and you might get stuck without any ability to advance. Large focus on diversity hinders the advancement of those that are simply great employees.
"
2021-04-13;Manufacturing Engineer;Current Employee, more than 3 years;"Cameron; A Schlumberger Company";"- Fellow employees are very supportive - More than enough work to keep you busy as an engineer
";"- No Bonus system in place
"
2021-04-27;Maint Tech;Current Employee;Job;"40hours a week and plus when gets busy good teammates
";"weird place t work, has issues on protecting their own
"
2021-04-12;IT Audit Senior;Current Employee;good work place;"competitive salary, travel, exciting work, small team
";"layoffs during tough time or when market is down
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-12;Engagement Manager;Former Employee;Great company;"great compensation and early responsibilities
";"potential for high stress situation
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-26;Petroleum Engineer;Former Employee;Normal Oilfield;"Good pay. Good training. Easy to understand promotion schedule
";"Management is inexperienced and ill-equipped. You are expendable. Processes are inefficient and unnecessary
"
2021-04-26;Anonymous;Former Employee, more than 3 years;Okay;"Good pay, training, and benefits
";"Management and organization lacked consistency and communication.
"
2021-04-10;Senior Engineer;Current Employee;Excellent company to grow and career development;"it is an Excellent company to grow and career development
";"Local regulations tend to reduce income salary
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-25;Senior Field Engineer;Current Employee, more than 10 years;Not worth getting into this industry.;"All the reasons which made it worth working for the company have been taken away little bit more every year, especially the last 2 years.
";"60% paycuts, loss of all incentive bones, no car allowance, no compensation for trip home after job.
"
2021-04-10;Manufacturing Manager;Current Employee;Great company to work for;"Agile oriented, company cares about keeping up with new techniques/strategy.
";"I have nothing to put here
"
2021-04-09;Fresh Graduate Engineer;Current Employee;EX intern;"creat leaders and have a good job
";"make a lot of efforts
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-08;Mechanical Engineer;Current Employee, less than 1 year;easy to work with team;"Great work-life balance, more to learn and grow
";"no gym, sometimes monotonous work
"
2021-04-22;Maintenance Electrician;Current Employee, more than 5 years;Schlumberger great company;"Great pay and excellent benefits.
";"Layoffs when oil prices are low
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-07;Software Architect;Current Employee, more than 3 years;Slow giant;"Very good people, good place to learn.
";"Industry in a downward soiral
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;Research Scientist;Former Employee;Used to be a good place to work;"Good work environment and technical expertise to learn from
";"Top and line Management's poor vision and lack of understanding on how to manage and respect scientist with different skill set or talent
"
2021-04-06;Molecular Biologist;Current Employee;Biologist;"Opportunity for growth from within
";"Long hours to carry the work load
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-12;Mechanical Technician;Former Employee, more than 5 years;A Disappointment;"-Pay is over average. -Good retirement benefits.
";"-Employees are treated like cattle. -Preference for hiring given to external candidates. -Company tuition reimbursement is gimmicky and not as straightforward as most companies.
"
2021-04-06;Sales Engineer;Former Employee;Corporate atmosphere;"Great family environment with happy hours and get together
";"Large company with lots of office politics
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-20;Global Supplier Manager;Former Employee, more than 5 years;good people;"overall good people and supportive good career progression if put the effort responsibilities opportunity
";"politics play when oil and gas crisis is set or management changes recently a lot of reorg bureaucracy to get things done in big org work life balance
"
2021-04-05;Field Supervisor;Current Employee, more than 3 years;Uneven Management;"Good pay, good training, early career mobility.
";"Management can flip flop quickly. Not enough control over own career.
"
2021-04-03;Global Supplier Manager;Former Employee, more than 8 years;Great company;"Amazing careers without boundaries. Excellent for anyone starting their career. Lots of training and amazing global experiences
";"Gotta be mobile internationally to progress in career
"
2021-04-03;Anonymous;Current Employee, more than 5 years;Great opportunity;"I have had the great opportunity working with lumberjack. Much growth opportunity is here.
";"Sometimes long hours from maybe not complete communication of tasks.
"
2021-04-03;Field Engineer;Former Employee;Field Engineer;"Great intro into the industry. A company that revolves on continuous learning and being your best.
";"Lifestyle as a field engineer is difficult
"
2021-05-08;Tax Manager;Current Employee;Ok;"Salary salary pay good pay
";"Life balance life balance life
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-16;Sales Engineer;Current Employee;.;"Good benefits and job security in good times
";"Up and downs in the industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-15;Maintenance Engineer Trainee;Current Employee;Good work place for entry-level;"Get to work with many smart people and learn so much from them
";"No work/life balance Job security is worse than field engineering
"
2021-03-31;Reliability Engineer;Former Employee;Fantastic Company;"Limitless Opportunities, Open Borders, New Technologies,
";"Very large Company with many levels of management
"
2021-03-31;Quality Engineer;Current Employee, more than 3 years;Offers many career options and diversity but little job safety;"The company invests in employee training and there are opportunities for lateral career development and exploring different positions. There is a professional career ladder, which provides career (and salary) progression options for those that don’t want to be managers. Very diverse workforce.
";"Volatile job market means not much job security and often times there is also a lot of work as the company tries to squeeze out more from a diminished workforce.
"
2021-03-31;Field Ticket Specialist;Former Employee, more than 3 years;Field Ticket Specialist;"Schlumberger is a great company to work for that values employees input. Pay is relatively ok depending on positions and field
";"nothing. Had a great experience
"
2021-03-31;Anonymous;Former Employee, more than 1 year;Big Blue;"Staple, predictable and defined career paths.
";"Internal networking or you will never accomplish anything. Culture crushes your individuality.
"
2021-04-14;Field Specialist;Current Employee, more than 8 years;Good People, Terrible Management;"Good People, Good Benefits are provided
";"Big company management make easy work seem difficult.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-29;Electronics Technician;Current Employee, more than 5 years;Great place;"Great place and great pay
";"Great place to work. No cons
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-05;Operator;Former Employee;Job;"None that I know of right now.
";"Everything I know of right now
"
2021-03-29;Equipment Operator;Current Employee, more than 1 year;NA;"it is good company to work for very good management and good training
";"the pay is not that good and it is not easy to have promotion
"
2021-03-29;Geologist;Former Employee;Great Service Company;"Good place to be when times are good
";"Tough to get cut at first sign of danger
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-29;MWD Field Engineer;Former Employee, less than 1 year;Was an MWD for 7 months;"Clear career progression path for engineers, great pay
";"The work/life balance is tough in the D&M product line because we had no fixed rotation
"
2021-04-12;Project Manager;Current Employee, more than 10 years;Pros and Cons;and ;"Apr 12, 2021 - Project Manager in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
International opportunities for technical roles.
Cons
Culture is directed at individual contribution not encouraging team work.
"
2021-03-28;Analyst Intern;Former Employee, less than 1 year;Decent place to work for a college student;"The pay was a bit higher than average. A variety of tasks for you to work on and learn from. My supervisor was really nice and taught me a lot of good practices in data analysis.
";"You should carefully and frequently discuss the projects with your supervisor to make sure they are not out of your reach.
"
2021-03-23;Domestic Planner;Former Employee, more than 3 years;Good employer;"Lot of chances for growth.
";"I can't find any in my term
1 person found this review helpful
Helpful
Share
Repor"
2021-04-10;Financial Analyst;Former Employee, more than 5 years;Was good but went down;"Lots to learn, always there is some sort of challenge. Relaxed working environment so as long as work is being done then they don't care. Pay is truly better than elsewhere in the oil and gas industry
";"Management, Caring for employee well went down over profit. Decline in Professionalism of work to save money
"
2021-03-26;Assistant Finance Manager;Current Employee, more than 8 years;Schlumberger has a culture of change. New hires should be able to work in Fast- paced environment;"Excellent health medical insurance. generous medical care days, personal days off and vacations
";"Opportunities to grow in finance area is low. Company offers flat positions for supportive departments.
"
2021-03-26;CNC Mill Machinist;Current Employee;I have worked at this company for many years;"Great company to work for good benefits
";"Older company that do repair work
"
2021-03-25;GRDP Engineer;Current Employee;I really enjoy working for SLB. Collaborative team efforts lead to great results.;"Pros are Mobility, Compensation, Results-Driven
";"Some cons are Work Hours and Visibility while in GRDP Program
"
2021-03-25;Financial Controller;Current Employee;Excellent place to work;"Continuous growth opportunity, great benefit plans.
";"I think if they invest a bit more in terms of employee development.
"
2021-03-25;Mechanic;Former Employee;it was great;"great training and opportunity for growth
";"nothing bad to say about my time there
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-25;Sales Analytics Manager;Current Employee;It was a lot better on the good Oil days;"Good and capable people, Fair Compensation, Training
";"Too many procedures, too many unproductive meetings
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-08;Business Systems Analyst;Current Employee;Plenty of Opportunity;"Global Career opportunities are available
";"Low pay with low chance of increase
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-24;Field Engineer;Current Employee;Engineer;"Good training and culture to learn in
";"Volatile job in volatile industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-07;Production Planner;Former Employee, more than 5 years;Too much up and down;"You have decent paycheck and plenty to learn
";"Layoffs constantly and poor management training .
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-07;Quality Control;Former Employee;Used to be a good company;"Good pay, good benefits, great training programs.
";"sold out/not the same company chaotic work enviroment(blame game/no accountability)
"
2021-03-23;Manager;Current Employee, more than 8 years;Good Organization, could use some much needed changes;"Good leadership, strong international presence/footprint, good benefits
";"Too many people involved in decision making (paralysis by analysis), tends to overcomplicate issues causing stalemate or inaction. Does not like to hire mid-career or higher. Most of the professional positions are filled through college recruiting. Don't expect to be employed past 60, they tend to help you with early retirement.
"
2021-03-22;Intern;Former Employee;Good;"I liked to work here
";"It is a company that does good
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-04;Office Manager;Former Employee;Oil and gas;"There aren’t many that come to mind
";"Management wasn’t progressive at all
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-03;Project Manager;Former Employee, more than 10 years;Not what it used to be;"Lots of work Used to be a great company
";"Management layers are so many you lose track
"
2021-03-19;Electrical Technician;Former Employee, more than 1 year;Long hours good pay;"Pay and benefits were really good
";"Long hours and consecutive days worked
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-02;Manufacturing Engineer;Current Employee;Good but not the best;"good primes, diversity & inclusion ok
";"low salary, bad management, low career possibilities
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-23;Field Engineer;Former Employee, more than 1 year;Field Engineer;"Before Covid, SLB offered great training. Now they don't even have that.
";"Awful management, no communication, no vacation, pretty much what everyone else says.
"
2021-03-18;Field Engineer;Former Employee;MWD + LWD Drilling Engineer;"One of the pros is Teamwork and building relationships
";"One of the cons is Work-life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-17;Accounts Payable Associate;Former Employee;Great company to work for;"The people are the best. Work life balance was great.
";"The job itself was extremely boring.
"
2021-03-31;Field Engineer;Former Employee;Field Engineer;"Great pay. Good bonuses. Proper mentorship
";"Terrible hours. Some of the other supervisors will take away your jobs because they offer better bonuses. Occasional back-to-back (and even back-to-back-to-back) jobs.
"
2021-03-16;Currently Unemployed;Former Employee;Good company;"Advancement is very highly persuaded in the company.
";"Proper training is never given or offered.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;Engineer;Former Employee;Excellent;"Excellent work culture. Great people
";"None. Just great overall! Excellent
"
2021-03-29;Field Engineer;Former Employee, more than 1 year;Great company to work for;"Team work environment. The people I worked with had become like family just because we spent so much time (2 weeks at a time) out on the job sites.
";"If you have a family, be ready to be away from them and seeing them about one week a month
"
2021-03-30;Production Technician;Former Employee, more than 8 years;Manufacturing;"Good people to work with, team atmosphere. Good pay and benefits.
";"Management can be disorganized and it is hard to move up in the company. Watch out for the layoffs.
"
2021-03-30;Engineer II;Current Employee, more than 8 years;Pretty good company;"I enjoyed my time with them.
";"I feel like it's a boys club.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-30;FP&A Manager;Current Employee;FP&A;"Good benefits, opportunities to move around the globe
";"Shifting management and leadership team
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-28;Logistics Specialist;Current Employee, more than 3 years;Logistics;"Benefits, diversity in the team
";"Micro-management, offices were old, lot of work.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-14;Senior Data Scientist;Former Employee, more than 1 year;oil and gas plus new technology;"good environment, very technical group
";"slow promotional steps, same as other big companies in oil and gas
"
2021-03-28;HSE Specialist;Current Employee, more than 5 years;Lots of hours;"Rotation is good for time off
";"Rotation is bad for family
"
2021-03-27;Electrical Engineer;Current Employee, more than 8 years;Schlumberger;"Salary, benefits, diversity, location, flexibility
";"Politics, travel, long hours, not stable
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-27;Cameron GRDP Full-Time;Current Employee, more than 1 year;People with thin skin BEWARE;"salary, projects, experience, diversity, vacation
";"Not a lot of sensitivity or cultural awareness. You have to have a tough skin and cant be offended easily
"
2021-03-12;Field Engineer;Current Employee;Engineer's Review;"Great company to work for
";"No cons about the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-10;Field Engineer;Former Employee;Best experience, I really miss it, i was so sad when i got laid off due to the pandemic;"This company stretched my skills and became a better individual. I worked with great people. Great compensations I loved the 2 on 1 off schedule.
";"none. I head really great experience.
"
2021-03-11;Product Line Manager;Former Employee, more than 8 years;Process driven company;"mostly engineers, standard value added work, great parental leave
";"liberty of oil/gas waves, mainly TX locations
"
2021-03-11;Anonymous;Former Employee, more than 8 years;Employee Development;"They give a lot to the employee and help develop so many skills
";"A lot of pressure to deliver
"
2021-03-10;Senior Software Engineer;Former Employee, more than 3 years;Very good employer;"Good pay and benefits; Career development
";"Office setup is pretty crowded
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;Field Engineer;Former Employee, more than 1 year;Schlumberger;"Inspiring people, learning opportunity, training system
";"less organized system, management, industry instability
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-09;Office Assistant Lead;Current Employee;Office Assistant Lead;"Great company and great benefits
";"I would love the room for more advancement
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-09;Senior Mechanical Engineer;Current Employee;Job;"Good company with great mobility
";"Very cyclical industry and variable budget creates project difficulties
"
2021-03-09;Iron Technician;Former Employee;Good company;"401, friendly enviorment,safety oriented company
";"Lacks training levels for progression
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-09;Program Manager;Current Employee;Good overall;"Diversity, team environment, good benefits
";"Lack of job stability due to industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Engineer;Former Employee;Not great;"Decent salary Great medical insurance Some of the people are nice
";"You will have no life You do not get paid to deal with all of this Management does not listen to concerns or care about you at all
"
2021-03-08;Document Control Supervisor;Current Employee;Excellent Company;"Flexible during covid, working from home.
";"A lot of work to do.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-08;HSE Specialist;Former Employee, more than 1 year;Good Place to work;"fast paced, good people, lots to learn
";"Takes too long to get approvals due to many managers in many departments; not necessarily a con though, just need to take time to understand the culture.
"
2021-03-08;OS Development Manager;Former Employee, more than 10 years;good company to work for;"good benefits including paid sick leave and time for personal things. 401k up to 7% and discount stock program
";"instability in the organization for a long time with changes after changes that distort the objectives
"
2021-03-08;MWD Field Engineer;Former Employee, more than 8 years;slb;"great money to start your life
";"there is almost no social life
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Schlumberger;Current Employee;Schlimnerge;"I like values and atmosphere
";"Salary is not high and lots of work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Finance;Current Employee;Review;"Big name and one of the largest OFS companies
";"In-Stability which not helping you to plan for your career
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-07;Anonymous;Current Employee, more than 1 year;Awesome work culture;"Awesome work culture with plenty of opportunities.
";"Can't think of any yet
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Rock Engineer;Former Employee, more than 5 years;Good pay bad leadership;"Good pay and benefits, opportunities if you want them.
";"Bad leadership, if you want to move up get in with the culture.
"
2021-03-20;Writer;Former Employee, more than 3 years;Good people, relatively good understanding of work/life balance;"If you get a good team, it's the best you'll ever have. Collaborative environment and cool people. Bosses actually care about personal development. LARGE pay gaps by age and gender. Good outlook on safety procedures and HSE.
";"Cold layoffs, no raises for 5+ years for artists while engineers get raises almost every year.... Company culture varies widely based on your department. Very clear that the ""little guys"" are expendable and that they don't understand the value of artists to a large company
"
2021-04-10;Cloud Transformation & Migration Manager;Current Employee;Okay;"International opportunities for young technical graduates.
";"Focus on innovation limits operational capabilities.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-04;Mechanical Engineer;Former Employee;Great company with brilliant employees;"- Great work environment - Wonderful and smart co-workers
";"- Heavy work load but expected as SLB is a massive company
"
2021-03-04;Production Planner;Former Employee;Planner;"Good work schedule. Good training. Good place for growth
";"oil and gas not in a good spot so job security is not at the best
"
2021-03-04;Account Executive;Former Employee, more than 8 years;Great place to work;"Diversity, people, industry, world presence
";"Slow moving career and lack big picture
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-03;Quality Control Supervisor;Current Employee;NA;"O p p o r t u n i t i e s
";"Not A p p l i c a b l e
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-16;IT Analyst;Current Employee, more than 5 years;Run for the hills;"Honestly I cannot say there is any redeeming qualities
";"Overworked, under appreciated, no loyalty
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-02;Senior Geoscientist;Former Employee;Great Company;"Flexible working hours Good pay & benefits
";"High pressure and responsibility on the employees. Blaming culture
"
2021-03-02;Receptionist/Administrative Assistant;Former Employee;Better than average;"It was a good paying position and I enjoyed working for and with the staff.
";"Schlumberger acquired Cameron (previous company) and they were slowly streamlining divisions. I was part of a series of cuts.
"
2021-03-15;IT Manager;Former Employee, more than 3 years;No work life balance company on a decline;"diverse global workforce, respected brand, exposure to industry-leading ideas
";"No work-life balance, organization politics can be crazy in a shrinking company
"
2021-03-16;Field Engineer;Former Employee;Field Engineer;"Working with very intelligent people.
";"Working schedule is really horrible
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-15;Equipment Operator;Former Employee, more than 3 years;Good training;"Good training, good people, big company with options when it slows down.
";"Not a lot of Family time, a lot of sleep deprivation for rotators if travel isn't provided.
"
2021-02-26;Drilling Engineer;Former Employee, more than 10 years;Specific US market based review;"Good structured, not the worst benefits on the market
";"Unstable and very dependent on O&G market situation, not really people-oriented
"
