date;employee_title;employee_status;review_title;pros;cons
2021-10-19;Quality Engineer;Current Employee;Not Available;"Training Program is systematic and awesome.
";"I don't have any cons.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-22;Logistics Specialist;Current Employee, more than 1 year;good company;"Managment on your side, if you have the right leader, if not then it can be hard
";"Pay is ok, but could be better.
"
2021-10-20;General Field Engineer (WL);Current Employee;General Field Engineer (WL);"Fast and Clear Progression International Career Bonus Payment
";"Intense Work Level Low Prediction for Life Balance Planning
"
2021-10-18;Procurement Specialist;Former Employee, more than 3 years;Schlumberger;"Co-workers were exceptional Very diverse workforce Pay and benefits
";"Workload Frequent layoffs Managers were moved from department to department so fast they never got a chance to contribute to or learn a position.
"
2021-10-16;Senior Data Analytics Manager;Current Employee, more than 5 years;Great Technology / Scientific Company to work for in Energy Space;"Variety of tech problems Data Mix of Science and Engineering Scale
";"Seasonal Industry, driven by market forces
"
2021-10-13;Software Team Lead;Current Employee, more than 8 years;Pros and cons of working in a large company;"and cons of working in a large company
Oct 13, 2021 - Software Team Lead in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Working on a big code base with a complicated architecture can be very challenging, especially when you need to redesign the code or add system-wide changes. You will also be working on a product with existing customers where your changes will have real-world impact.
";"Everything moves slowly in a big company due to bureaucracy and office politics. The daily schedule will include more meetings and interacting with other employees, so less writing code than in a startup.
"
2021-10-13;Electronics Technician;Current Employee, more than 3 years;Great Job;"Great benefits and good hours.
";"Schedule always changing and deadlines.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-12;Anonymous;Current Employee, more than 8 years;Great Opportunities;"Set your career goals and pursue them. SLB will help you if you help yourself. Opportunities are available to travel if you're interested.
";"No organization is perfect. Apply yourself.
"
2021-10-11;Sourcing Specialist;Current Employee;SLB review;"Good benefits Great team work/ communication
";"Many organizational changes Dependent on oil market cycles
"
2021-10-11;Anonymous;Former Employee, more than 3 years;Great company to work;"Great management, training and development opportunities.
";"None that I can remember at this time., Just be ready to work very hard.
"
2021-10-11;Procurement Specialist;Former Employee, more than 3 years;Overall good company;"Cross-functional training, the company has a global footprint so getting transferred to a new role every 2-3 years is common for someone that performs well.
";"Mass lay-offs when oil price is down
"
2021-10-11;Sourcing Specialist;Current Employee;SLB review;"Good benefits Great team work/ communication
";"Many organizational changes Dependent on oil market cycles
"
2021-10-07;Petroleum Engineer;Current Employee, more than 5 years;The best company to work and grow;"The career development program is fantastic
";"Not the best company during oil & gas crisis
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-07;Mechanical Engineer;Current Employee, more than 1 year;Good;"Good work life balance Pays well
";"Oil & gas volitality Not very employee friendly
"
2021-10-06;Senior Analytics Lead;Current Employee;Good place to work;"Great place to work for new graduates.
";"Not the best place to work for experienced candidates.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-06;Anonymous;Current Employee, more than 8 years;Learning place;"Good learning and for fresh graduates
";"Long working hours and instability
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-20;Anonymous;Former Employee, more than 8 years;Just a number;"The benefits are good. Multiple job openings around the world. Lots or training opportunities
";"Managers are bounced around constantly. You are treated as a number. No real concern for individuals. A large got ya mentality. Safety acts as a way to catch an employee who may have just filled a form out and put it in the wrong place. Layoffs if the wind is rumored to change direction
"
2021-10-04;Senior HSE Manager;Former Employee, more than 8 years;Great company;"Schlumberger is supporting their employees to the max
";"you have to expect more and more work and even out of the schedule
"
2021-10-16;Equipment Operator;Former Employee, more than 3 years;Average;"Benefits are or were the best.
";"The management was awfully retaaaaddddiddd. Perhaps 25% best case scenario were good. But you can’t expect an environment like this to change over night. Change is hard especially in fields like this. Smaller companies have n my experience are awesome in comparison.
"
2021-10-01;Business Analyst;Former Employee, more than 3 years;Great benefits;"Well known name, great benefits, competitive pay.
";"Management doesn’t care about you. You’re just a number.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-30;Operator;Current Employee, more than 8 years;Good company if you want to work;"Good pay, easy work, advancement opportunities
";"Long hours away from home
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-14;Engineer;Former Employee;Decent company;"Good people and interesting work
";"Limited career ladder and underpaid
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-14;Quality Inspector;Former Employee, more than 5 years;Not impressed;"The people were like family!
";"The company management only looked out for their financial benefits. If you weren’t in management you were a nobody.
"
2021-09-29;Senior Software Engineer;Current Employee;1;"diversity and big platform, a lot of talent people
";"oil/gas industry in not in good time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-29;Administrative Assistant;Former Employee;Excellent company;"Excellent company Highly highly recommend
";"Company is Very strict with attendance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-29;HSE Specialist;Current Employee, more than 3 years;Good;"Have no major issues, good.
";"To Secretive, no posting of job opportunities
"
2021-10-13;Controller;Current Employee, more than 5 years;Overall good company but could use improvement;"Diversity Good quality people Great nee CEO
";"Not much training Can be very demanding and stressful Disconnect between different departments within the company
"
2021-09-28;Project Manager;Former Employee, more than 8 years;good company;"Reasonable pay, good management, nice people
";"reorg happened all the time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-12;Electronics Technician;Former Employee, more than 1 year;Hour;"The money is very good.
";"When oil fall you may get lay off.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-27;Service Quality Coordinator;Current Employee, more than 10 years;Trending upwards;"Current manager is flexible with work schedule and is for the employees
";"Very few pay raises have been given in the last few years (Merits). The only way to get a pay raise is to move up a grade level or change positions.
"
2021-09-26;Corporate Director;Current Employee;Outstanding company;"Great culture and great management.
";"Energy transition is bringing some uncertainty.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-25;Marketing Coordinator;Current Employee, more than 1 year;Team Players;"Great team players. Family oriented company. It is a huge company but the team you are in will treat you like family. You work tight nit. It has been a pleasure being apart of a such a great company.
";"Fast environment and is constantly changing.
"
2021-09-20;Human Resources Administrator;Former Employee;Wonderful Company to work for;"Great company all around and benefits are amazing. The most important, work life balance was very fair and management was easy to work with. I would go back in a heart beat.
";"My experience with the company as a whole was wonderful.
"
2021-09-23;Mechanical Engineer;Former Employee, more than 1 year;Good company;"- Good company to work for mechanical engineer - Employee oriented company
";"- Hire and fire policy - Oil & Gas
"
2021-09-21;Compensation Analyst;Current Employee;Good pay, Okay Company;"Good benefits for medical and retirement
";"No work life balance for HR
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-21;Senior Manufacturing Engineer;Former Employee, more than 10 years;Great company to work;"Great company to work with and lots of opportunity for promotion.
";"New managers every now an then.
"
2021-09-21;Remote Operations Engineer;Former Employee, more than 10 years;Fast paced;"Abive average pay, great learning opportunities,
";"High stress levels, could improve work life balance
"
2021-10-05;Graphic Designer;Former Employee, more than 5 years;Good Pay, Poor Management;"God pay, good work environment, respectful co-workers.
";"Disorganized managers, not transparent with employees.
"
2021-10-05;Tech Expert;Current Employee, more than 10 years;Develop Skills Here;"Opportunities to develop skills, experience global travel, and big company benefits. New energy and technology ventures may pay off long term.
";"The constant threat of job security, declining or transitioning industry with poor long term outlook unless company repositioning strategy works out. High attrition rates.
"
2021-10-05;HSE Specialist;Current Employee, more than 8 years;Buy in from management;"If you do your job and don’t slack off they will keep you around.
";"They say they are 100% committed to HSE, but when it comes to stopping the job Operations will more then likely find away around the issue. I never experienced racism, but I witnessed how many of the white field techs would get promoted over Hispanic or African Americans as well as getting more hours. The culture may have changed, but when I was trying to implement the policies that management should have been implementing there was always push back from management and employees. They hire a lot of family members or friends of friends which also gives others an unfair advantage when it comes to promotions and disciplinary actions. Management definitely has their favorite employees and it shows. Schlumberger forces employees to do 52 stop cards annually which makes the stop cards (RIR) ineffective. I’d rather have quality reports than quantity. Oh and the bonuses are a joke unless you are upper management. It’s like working for a sinking ship when oil prices are down. It truly was unpleasant when you never know which day can be your last. If it’s not the “it’s Schlumberger making us do it” excuse it’s the “well we have to keep you at 40 hours to save jobs.” or “we don’t have money to fix this issue.”
"
2021-09-20;Support Worker;Former Employee, more than 3 years;It’s okay;"Benefits, pay, benefits, and perks
";"No family / worklife balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-20;Logistics Specialist;Former Employee;Watch out for Lay offs;"Good Pay for the work
";"No job security too many layoffs
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-20;Anonymous;Former Employee, more than 5 years;Good company;"Work life balance is good for the most part
";"Sometimes it feels impossible to move up
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-20;Receptionist/Administrative Assistant;Former Employee, more than 3 years;Great company to work for;"everyone works together as a team
";"There is no downside from working at schlumberger
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-04;Field Engineer;Current Employee;Hard Work good bonus;"good people to work with
";"terrible management above the field level
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-16;Change Engineer;Current Employee;Good Company to work for;"You don't stay in same role for years and years. They do try to move you around.
";"It is a big company, so you can be seen only as a number
"
2021-09-16;Job Delivery Lead;Former Employee, more than 5 years;JDL;"Good pay, good coworkers, good work
";"Work life balance and upper management support
"
2021-09-15;Data Analyst;Former Employee, more than 1 year;Great company, people;"People Perks and benefits Diversity No politics
";"Work life balance at times
"
2021-09-14;Product Owner;Current Employee, more than 10 years;Great company, declining industry;"Great company culture. Values employee development, health and safe keeping.
";"The last 5 years or so have been very difficult in the oil patch, resulting in too many cuts and RIFs. Many senior people are in survival mode. Outgoing CEO did not help matters. Overall low morale across the organization
"
2021-09-15;CNC Machinist;Former Employee, more than 1 year;Overworked;"The pay was good and I learned a lot
";"We only focused on production not quality with 80 year old machines I was over worked for how much I was getting payed esp to people that just sat down all day
"
2021-09-14;Field Engineer;Former Employee, more than 5 years;Great place to learn and develop;"Every day is an adventure when working in the field at Schlumberger. Lots of travelling to exotic and remote places. Great learning and development opportunities when evolving in the company from field to tech/management roles. Smart, hard-working people with a great culture. Very diverse.
";"Business and O&G cycles drives where you'll live, relocations are frequent.
"
2021-09-14;Electronics Technician;Former Employee, more than 8 years;Great Company;"Excellent for create high quality conduct.
";"Low salary as a home country
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-28;Seismic Imaging Geophysicist;Current Employee, more than 8 years;Not a bad company to start out at;"Good compensation as you move up the grade ladder
";"The work is good, but upper mgmt just does whatever they want.
"
2021-09-13;Logistics Specialist;Current Employee;Good Benefits, okay environment;"Good benefits and Decent work environment
";"Sometimes long hours Less work / life balance.
"
2021-09-13;Product Owner;Current Employee, more than 5 years;Experience;"Diverse environment with a culture and mindset to succeed
";"Promotion are hard to come by
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-13;Senior Project Coordinator;Former Employee, more than 3 years;Big company good experience;"Exposure to large capital projects involving complex systems and technology made for exciting day to day.
";"Large publicly traded company in volatile market resulted in worry about long term financial stability / security.
"
2021-09-11;Storeroom Clerk;Former Employee;Great company;"Great pay but average 70-96 hours a week
";"Hours and tons of them
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-24;Field Engineer;Former Employee, more than 1 year;Engineer;"Great work culture, diversity, and good pay
";"Work hours can be very long sometimes
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-09;Project Coordinator;Current Employee, more than 3 years;Great Managers;"Everyone I've worked with on the managerial level are extremely smart. It makes you strive to become better. The managers and executives are very hard working. They're willing to lead by example and always willing to teach. The Cameron side of SLB is close knit and has a family feel. They believe in their employees.
";"It can be very stressful at times because most of the managers and upper levels are workaholics. It makes you feel like you need to forgo a work life balance to keep up with them. There's also not a very robust training for some positions, so it's like getting thrown into the fire and learning how to navigate everything on the fly.
"
2021-09-23;Regional Sales Manager;Former Employee, more than 10 years;RSM;"Flexibility of schedule, and ability to act with autonomy and Independence.
";"Constant change often poorly communicated. Inconsistent directives.
"
2021-09-08;Senior Finance Manager;Former Employee;Great Company to work on!!!;"Real multinational Company Good place to learn Work in different Countries Cultural diversity
";"Work / life balance Periodical and recurrent re-organizations generating layoffs
"
2021-09-23;Field Engineer;Current Employee, more than 1 year;bad;"a lot hours to work
";"really disorganized lack of communication there is always this tension between management and engineers
"
2021-09-08;Data Analyst;Current Employee;Data Analyst (offshore);"Good progression, good team atmosphere
";"Complex work-life balance, volatile industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-22;Data Scientist;Current Employee, less than 1 year;DS Roles;"so far all good, hopeful about years to come
";"workload, expectations, depends on team
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-07;Lead Operator;Former Employee, more than 3 years;None;"Its closed down after it was bought out by another company
";"None none none none none none
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-21;Technical Lead;Current Employee;Decent Growth Potential w/ good manager;"Great job with lots of name recognition
";"Slow to market, slow to change
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-04;Hub Logistics Specialist;Former Employee, less than 1 year;Excellent Company;"Good Company to work for
";"It was a great experience to work for the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-30;Management Accountant;Former Employee, less than 1 year;large company versus small;"safety, reliable, benchmarking, industry standard, innovative
";"small fish in a large pool, long hours during period end
"
2021-08-31;Senior Geophysicist;Current Employee, more than 5 years;Overall good place to work;"Great training opportunities Flexible working opportunities Competency improvement Competitive compensation Helpful teammates and experts
";"Rigid job roles Worklife balance Instability during downturns Management not very diverse
"
2021-09-16;Cement Pump Operator;Current Employee, more than 3 years;Let me see other salaries;"The money is good when there’s clients
";"Work life balance No sleep schedule
"
2021-09-15;Equipment Operator;Former Employee;Long Hours;"Team Setting Good Overtime If you don't like your wife its a great job because you'll never be home
";"Horrible work conditions No Job Security
"
2021-09-14;Field Engineer;Former Employee, more than 1 year;Training / Management;"Provides Great Training Courses to perform the job well.
";"You could have a great or bad work experience, depending on the field service manager assigned to you.
"
2021-09-14;Facilities Manager;Former Employee, more than 5 years;Big company;"Lots of promotions Company vehicle not much else
";"You're just a number, quick to lay off, slow to hire, constant change, bureaucracy, instability.
"
2021-09-14;Field Specialist;Former Employee, more than 1 year;Not the best;"good pay, benefits are solid, training is good
";"management is so out of touch with thier subordinates
"
2021-08-30;Process Engineer;Current Employee;Process Engineer;"- Remote Work - Relaxed Management - Training
";"-Fast Paced Work Environment -Limited team building activities
"
2021-08-25;Director of Design;Former Employee, more than 5 years;Good intentions with UX but not enough support at Business Level;"Schlumberger has great benefits and they allow you to travel and move to different countries. It's a truly international company.
";"In the focus of their software division (formerly SIS), they focus on engineering and churning out software as opposed to having their focus on customer use and user experience. It's virtually impossible to have direct contact with clients so it makes it very hard to conduct user interviews. UX and design thinking is also not considered something that should drive product as it's an engineering company, they still go with what they know. Don't work here if you are in UX and want to conduct normal design research with client and user feedback.
"
2021-08-28;Cameron GRDP Full-Time;Current Employee;Overall Good;"-Good people -Good package -Work is not too challenging
";"Location options for rotations are limited
"
2021-08-27;Global Sourcing Manager;Current Employee;Diverse and with many career opportunities;"Many career opportunities within the company
";"Downturns in the industry impact downsizing
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-27;Global Talent Manager;Former Employee, more than 10 years;Global responsibilities and continuous learning opportunity;"Global responsibilities and continuous learning opportunity
";"work-life balance and cyclicity of business
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-29;Anonymous;Former Employee;Old-fashioend and outdated company;"Was lucky to have a good manager
";"lots of layoffs out-dataed old-fashioned not a place to grow in your career
"
2021-09-08;Field Service Specialist III;Former Employee, more than 3 years;Customers and Profit the Priority;"Opportunity for oilfield training and experience, okay remuneration and benefits
";"Well you are hired when desperately in need of hands on projects and let go when there's a slight slow down. There's a look of career development plan for an employee in the organization strategy but the likelihood of success is very slim. on operations they want to put a 3 personnel on a 6 man-job and work to exhaustion especially in the north American burning heat.
"
2021-09-28;Project Engineer;Current Employee, more than 8 years;view;"fine to say nothing in advance
";"there is nothing ot share
"
2021-09-06;Strategic Sourcing Manager;Former Employee;Decent Company;"Competitive salary International opportunities Large company
";"Extremely process oriented Lack of individuality
"
2021-08-22;Field Test Engineer;Current Employee, more than 8 years;NA;"Diversity, new product development, teams
";"Long work hours, stress, pressure
"
2021-09-04;Manager;Former Employee, more than 3 years;goog manager;"good work at the company
";"not good managment practices at all
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-19;Marine Surveyor;Former Employee;Good for training;"Training program on top of all competitors
";"No fair compensation compare to competitors.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-19;Mechanical Engineer III;Current Employee, more than 3 years;Great people, decent company;"Mid-level management is filled with people who care about the employees and getting the job done. The people are great and genuine Decent work-life balance (40-50 hr weeks)
";"Limited growth opportunities. Schlumberger has a broad array of opportunities but most employees get siloed and it’s hard to find the other opportunities. There are no internal job postings. Lower pay than other engineering opportunities.
"
2021-08-18;Procurement Specialist;Current Employee;N/A;"Great company and people focused
";"the industry is forced to make changes due to the global climate
"
2021-09-23;Billing Specialist;Former Employee, more than 5 years;Okay at first;"Benefits, Pay, Technology, Ability to move around
";"Management, No work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-17;Sales Representative;Former Employee;Great company;"-Career opportunities, exposure to different cultures -Great benefits -Technology oriented
";"-The cons are for the O&G industry, which is very volatile.
"
2021-08-17;Vice President Operations;Current Employee;Great training;"Great training ground Multi culture at all levels Ethical business practices diversified
";"too many structure changes in a short period high debt - future risk
"
2021-08-29;Manufacturing Engineer;Former Employee, more than 1 year;Ordinary experince;"salary was decent for engineers
";"no real challenging work and they were overstaffed when i joined.
"
2021-08-25;Solutions Architect;Current Employee;Good place to work except for...;"Challenging environment; Operations all over the world; Good benefits for mobile staff.
";"Financial hardship is turning to employees; Oil industry is not as strong as it was 10y ago. Don't expect anything comparable to Tech.
"
2021-08-12;Petroleum Engineer;Former Employee, more than 1 year;Great Company;"Loved working for them - very good training program and benefits - loved the people I worked with - very good company
";"Shift work and long hours - no other cons none none none none none none none none none none none none
"
2021-09-15;Data Analyst;Current Employee, more than 5 years;Work harder not smarter;"- Decent Benefits at the Entry Level - Well paying at the Entry Level - Ability to move jobs every 2-3 years - Flexible Schedule - Semi-remote schedules are being piloted in IT
";"- HR is not strong - Unrealistic deadlines (that keep getting smaller even though everything seems to falling apart) - Toxic Culture - No work life balance - Terrible approach for Promotions (I've never gotten a clear answer from anyone so my salary has been stagnant for 5 years. When I raised this to one of the higher ups I work with, it was implied that it was my fault even though I had been asking for years)
"
2021-08-24;Senior Mechanical Engineer;Current Employee, more than 5 years;good company;"company is focused on empoyee safety
";"industry may not be bright.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-09;Field Engineer;Current Employee, more than 3 years;Great Company!;"Get to learn Diverse and inclusive work teams Huge company that operates in many countries and gives you the opportunity to move around
";"Very absorbent Hard to keep a work/life balance The nature of the business has you working long hours
"
2021-08-23;Senior Tax Accountant;Former Employee, more than 5 years;Schlumberger;"Flexible culture, good vibe and colleagues
";"Workload, long hours working, not enough headcount
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-23;Anonymous;Current Employee, more than 3 years;Great benefits, health and 401K matching plans;"6% match and bonuses with affordable health plans
";"many things on the plate at one time.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-22;Manager Business Process Modeling;Former Employee;Bureaucratic;"International Experience is a plus. (When time is good)
";"Everyone for themselves, hard to adopt improvement.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-07;M-I IFSE Field Engineer;Current Employee, more than 3 years;Solid company to start at;"Good experience to start career.
";"Will adjust headcount rapidly no matter your performance.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-05;Mechanical Engineer;Current Employee;Career Driven;"Career opportunities, excellent training, diverse roles and culture
";"Long hours, demanding, life-balance can be difficult
"
2021-08-05;Rotational Engineer;Former Employee, more than 3 years;Your mileage may vary;"If you're a valued employee, they will try and get you into a new position every 2-3 years to help broaden your experience within the company. You get to work with a lot of people from a lot of different backgrounds.
";"Hours can be long, they can move you without notice into a new position. The job isn't exactly stable. Work-life balance is something you have to advocate for yourself.
"
2021-08-03;NAM Logistics Supervisor;Former Employee;Great company when industry/economy is good. When its not you are just a number.;"Endless potential for training. You are going to progress as far as the work you put in.
";"Job security. Turnover is high given the ups a downs of the industry. Experience is hard to come by with because when layoffs happen they run deep.
"
2021-08-02;Developer;Current Employee, less than 1 year;Very good company;"The salary is good, often is above market average, there's and additional pay for working from home. Medical and dental benefits are very useful. You can switch career focus if that's your goal, the company helps you to do that. (Example, going from backend to frontend). You can save monthly money in the Employees Fund.
";"You never know how healthy is the working environment until you get a project assigned. It could be an old project with many problems and poor management, or a very cool project and amazing coworkers.
"
2021-08-13;Field Specialist;Current Employee;Field Specialist;"Safety oriented and good training provided
";"Will work you nonstop, career can get delayed easily
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-12;Digital Manager;Current Employee, more than 10 years;Fast-Paced, Challenging Environment;"Benefits package is next to none for the O&G industry. Flexible work schedules and at-home (remote) options for this role.
";"Work-Life balance suffers do to around clock meetings with global audience. Raises based on antiquated meritless system. Attempts to change this are slow going.
"
2021-08-12;Geophysicist;Former Employee, more than 8 years;Review;"They have excellent training and a diverse group of people to work with.
";"There are limited career options, and no work life balance. You are expected to work late and on the weekends.
"
2021-08-07;Anonymous;Former Employee;great diversity;"people from all of the world make you learn a lot of new experience and skills also you learn how to lead and contribute to the success of the company
";"Oil and Gas is fluctuating business and the first company to react will be Slb. they will quikly fire the high costs employees and not the low perfomars
"
2021-08-06;Technical Lead;Former Employee, more than 3 years;Good place to work for but not growth;"feels as you working with your family
";"no growth if you want to move up
"
2021-08-06;Technology & Business Systems Manager;Former Employee;Great Company;"People are great and intelligent
";"Oil and Gas is unstable.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-06;Manufacturing Engineer;Current Employee, more than 5 years;Good to start your career, but not to make your career;"Good training program and great opportunities for fresh outs. Above average salaries and perks for the fresh outs, but not for experienced professionals.
";"Mid career professionals are hired just to fulfill gaps, but not really great opportunities to progress. No merit increases for a long time and salaries getting behind below the average for your experience.
"
2021-08-06;Senior Project Manager IT;Current Employee, more than 10 years;Great for freshers wanting Intl travel, Poor for mid-career hires;"Great opportunities for those fresh out of college, wanting international travel, opportunities in technology and other fields, and a diverse workplace
";"Poor for mid-career hires as there is little room for advancement for those who didn't start with the company fresh out of college (and a clear bias towards those who did), or those not wanting (or able) to relocate internationally
"
2021-07-22;Anonymous;Former Employee, more than 3 years;Great work/life balance;"Great work/life balance and never had a manager that tried to micromanage. My colleagues were great and I truly enjoyed my team.
";"Weren’t willing to provide a raise even when I had earned one.
"
2021-08-23;SMT;Former Employee, more than 1 year;store manager trainee;"Good pay and good benefits
";"excellent way to get your steps in, over worked, lack of direction from management
"
2021-07-18;PSD Manager;Current Employee;Work life balance;"Good team environment that will help anyway possible
";"Will consume your life and you will only think about drilling…constantly
"
2021-07-16;Geophysicist;Current Employee;Good place to start a career;"Large company with great training
";"Service company employees tend to get paid less than major oil company employees with the same job type.
"
2021-07-30;Operations;Former Employee;Schedule;"Good pay and benefits . Management is chill. A lot of opportunities
";"It’s a work schedule with in the oilfield so miss a lot of personal time
"
2021-07-15;Technical Communications Specialist;Current Employee, more than 10 years;Good place to work with potential for career development;"In such a large, diverse company, it is not difficult to expand your experiences and learn new skills by moving around, which is encouraged internally. Benefits are good, particularly the maternity leave policy, and salary is very competitive. Highly recommend Smith Bits and MegaDiamond organizations for their innovative and product performance-driven cultures.
";"Within each individual organization, communication is great, but it can get a bit overwhelming to follow the business strategy and reorganization efforts of such a large, international company.
"
2021-07-15;Electrical Engineer;Current Employee;Good;"Straight forward International Traveling Field exposure
";"50% traveling Low payment Unstable
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-15;Business Process Analyst;Current Employee;N/A;"Good work life balance and diversity
";"worked is driven more from offshore
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-28;Manufacturing Planner;Current Employee, more than 3 years;Management;"The culture at KTC location is great. Start of with 3 weeks vacation.
";"Bad management depends on each individual. I went through so many Managers.
"
2021-07-13;Anonymous;Current Employee;SLB;"Rigorous learning and fast paced environment
";"Not enough visibility in roles
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-13;Field Engineer;Former Employee, more than 3 years;paid for hard work;"good pay, good schedule, good people
";"long hours, high turnover, burnout
"
2021-07-11;MSV;Current Employee;Great;"Great opportunities and open doors
";"Becoming harder due to company increases
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-24;Legal Counsel;Former Employee;Great for international travel;"International travel was fun while it lasted
";"Pay was not at market rate
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-09;Quality Engineer;Current Employee, more than 3 years;Supplier Quality Engineer;"It is a very large corporation with many resources and opportunities to become a well rounded employee.
";"Sometimes metrics are a focus rather than the quality of information.
"
2021-07-08;Intern;Current Employee;good;"so far so good so
";"no complaints yet. we will see
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-21;Manufacturing;Current Employee, more than 10 years;Trying to grow, far too disorganized.;"Big company, reasonable benefits (if you can handle the paperwork). Tries to be inclusive, but I have watched 3 very skilled women Masters and PhD Engineers leave because of non-inclusion.
";"Totally disorganized. Let too many people go. Constantly falling internal employee ratings. Very diverse - you can hear people say they have no idea what is going on in 6 different languages in one room! Almost no communication from Managers who have no idea how things actually work.
"
2021-07-22;Field Specialist II;Current Employee, more than 8 years;Field specialist;"Was good pay. Vacation, salary
";"Management, home time, buddy system,
"
2021-07-19;Business Analyst;Former Employee;no;"it's a good starting company
";"bad management and no structure
1 person found this review helpful
Helpful
Share
Repor"
2021-07-17;Resource Manager;Former Employee, more than 3 years;Can be better;"First Rate Technology that is leaps above
";"Forgotten what works in the past
1 person found this review helpful
Helpful
Share
Repor"
2021-07-19;Lab Technician;Former Employee, more than 1 year;slb;"Good Pay and good training
";"No work life balance unfriendly people
"
2021-07-17;Developer;Former Employee, more than 1 year;Sinking Ship;"there are still bright spots in this company, and there is still money to be made here, but only use Big Blue as a stepping stone
";"low morale, low pay, bureaucratic
"
2021-07-15;Wellsite Geologist/Mudlogger;Former Employee, less than 1 year;Something to think about;"Travel, friendship, travel, works lots of hour
";"Mismanagement, poor communication, low pay,
1 person found this review helpful
Helpful
Share
Repor"
2021-07-17;Field Engineer;Current Employee;Stressful but rewarding;"Good benefits and pay. The field experience is priceless but always have a back up plan in case of lay offs
";"Layoffs can come hard and fast.
"
2021-07-02;Data Scientist;Former Employee, more than 1 year;Great company , great wlb;"Wlb, great learning, good mentor ship, structured promotions
";"Long drawn promotion cycle, no gc for international employees in us
"
2021-07-16;Financial Controller;Former Employee;Short term perspective;"Big company with lots of opportunities at the lower levels.
";"Nepotism at its worst, top few organizational layers add no value but spend almost 100% of their time on preparation of hockey stick growth projections for their managers.
"
2021-07-15;Inventory Accounting Analyst;Former Employee;Inventory Accounting Analyst;"Good people to work with.
";"Hours, pay. No work life balance. The amount of workload and hours you put in, are not matching the salary.
"
2021-06-30;Engineer;Current Employee;Great company;"Great training program and benefits
";"Industry goes up and down
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-14;Field Engineer;Current Employee, more than 1 year;You really earn what you make;"The compensation is great and promotions are fairly frequent. As a recent graduate, I never expected to be in the spot I am now this early.
";"You work insane hours and travel a ton. Most of the field locations are remote so you wont sleep in your own bed. The industry is volatile as well so job security is always a question.
"
2021-07-13;Anonymous;Current Employee, more than 10 years;Going the way of xerox;"Large enough to accommodate consistent mis-management.
";"Too much technical expertise has gone. No critical mass any more
"
2021-07-11;Field Engineer;Current Employee;Not a fan;"They hire lots of females which is very positive as a female engineer
";"You are just a number
"
2021-07-13;Field Engineer;Former Employee;No Work life balance;"fun people good pay; exciting
";"high workload, stressful; no work-life balance
Be the first to find this review helpful
Helpful
Share
Repor"
